ticker,peak_cycle_date,bot_cycle_date,peak_pattern,bot_pattern,peak_date,bot_date,peak_hit,bot_hit,all_peak_count,all_bot_count
LILA,2020-07-13,2020-07-14,[6],[9],['2020-07-21'],['2020-07-27'],"[3.4, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[2.5, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0]",113,114
LILAK,2020-07-13,2020-07-14,[6],[9],['2020-07-21'],['2020-07-27'],"[3.4, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[2.5, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0]",118,112
LINC,2020-06-16,2020-07-09,"[18, 25]","[6, 12]","['2020-07-13', '2020-07-22']","['2020-07-17', '2020-07-27']","[2.3, 1.0, 0.5, 0.5, 0.5, 0.5, 0.0, 0.0]","[3.4, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]",315,332
LIND,2020-04-09,2020-06-11,"[15, 40, 46, 57, 66]",[12],"['2020-05-01', '2020-06-08', '2020-06-16', '2020-07-01', '2020-07-15']",['2020-06-29'],"[2.56, 0.8, 0.6, 0.4, 0.6, 0.0, 0.2, 0.0]","[3.4, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]",148,155
LIQT,2020-07-06,2020-06-04,[6],"[9, 14, 18]",['2020-07-14'],"['2020-06-17', '2020-06-24', '2020-06-30']","[3.4, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[2.533333333333333, 1.0, 0.6666666666666666, 0.0, 0.6666666666666666, 0.6666666666666666, 0.0, 0.0]",179,186
LITE,2020-07-07,2020-06-25,[12],"[12, 20]",['2020-07-23'],"['2020-07-14', '2020-07-24']","[3.4, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[2.75, 1.0, 1.0, 0.5, 0.5, 0.0, 0.0, 0.0]",118,120
LIVE,2020-07-15,2020-04-16,[6],"[14, 20, 42, 48, 61]",['2020-07-23'],"['2020-05-06', '2020-05-14', '2020-06-16', '2020-06-24', '2020-07-14']","[3.4, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[2.0999999999999996, 1.0, 0.8, 0.2, 0.4, 0.0, 0.0, 0.0]",375,362
LIVK,2020-01-24,2020-02-10,"[15, 54, 113, 121]",[18],"['2020-02-14', '2020-04-13', '2020-07-07', '2020-07-17']",['2020-03-06'],"[1.95, 0.75, 0.25, 0.25, 0.5, 0.25, 0.25, 0.0]","[3.6999999999999997, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0]",5,2
LIVKU,2019-12-23,2020-01-17,"[5, 14, 21, 32, 126]","[28, 89]","['2019-12-31', '2020-01-14', '2020-01-24', '2020-02-10', '2020-06-24']","['2020-02-28', '2020-05-27']","[1.9800000000000002, 0.8, 0.6, 0.2, 0.4, 0.2, 0.0, 0.2]","[0.95, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.5]",6,3
LIVN,2020-07-07,2019-07-09,[12],"[10, 14, 20, 27, 36, 60, 66, 75, 81, 103, 116, 127, 142, 161, 178, 186, 198, 209, 215, 225, 236, 246, 253]",['2020-07-23'],"['2019-07-23', '2019-07-29', '2019-08-06', '2019-08-15', '2019-08-28', '2019-10-02', '2019-10-10', '2019-10-23', '2019-10-31', '2019-12-03', '2019-12-20', '2020-01-08', '2020-01-30', '2020-02-27', '2020-03-23', '2020-04-02', '2020-04-21', '2020-05-06', '2020-05-14', '2020-05-29', '2020-06-15', '2020-06-29', '2020-07-09']","[3.4, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[1.9782608695652173, 0.043478260869565216, 0.5652173913043478, 0.2608695652173913, 0.43478260869565216, 0.21739130434782608, 0.17391304347826086, 0.0]",113,122
LIVX,2020-03-26,2020-03-16,"[15, 34, 48, 58, 69, 80]","[10, 22, 30, 42, 52, 61, 72, 83]","['2020-04-17', '2020-05-14', '2020-06-04', '2020-06-18', '2020-07-06', '2020-07-21']","['2020-03-30', '2020-04-16', '2020-04-28', '2020-05-14', '2020-05-29', '2020-06-11', '2020-06-26', '2020-07-14']","[2.2833333333333337, 0.8333333333333334, 0.6666666666666666, 0.3333333333333333, 0.5, 0.0, 0.0, 0.16666666666666666]","[2.1374999999999997, 0.75, 0.75, 0.25, 0.375, 0.125, 0.125, 0.0]",51,58
LIZI,2020-03-04,2020-05-07,"[15, 39, 43, 54, 67, 90]","[5, 14, 36, 55]","['2020-03-25', '2020-04-29', '2020-05-05', '2020-05-20', '2020-06-09', '2020-07-13']","['2020-05-14', '2020-05-28', '2020-06-29', '2020-07-27']","[2.2666666666666666, 1.0, 0.3333333333333333, 0.3333333333333333, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0]","[2.175, 0.75, 0.5, 0.5, 0.25, 0.25, 0.25, 0.5]",8,11
LJPC,2020-01-14,2020-07-14,"[15, 20, 45, 50, 60, 66, 87, 101, 107, 120, 128]",[9],"['2020-02-05', '2020-02-12', '2020-03-19', '2020-03-26', '2020-04-09', '2020-04-20', '2020-05-19', '2020-06-09', '2020-06-17', '2020-07-07', '2020-07-17']",['2020-07-27'],"[2.2818181818181813, 0.18181818181818182, 0.5454545454545454, 0.5454545454545454, 0.5454545454545454, 0.09090909090909091, 0.09090909090909091, 0.0]","[2.5, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0]",173,172
LK,2020-05-27,2020-06-26,"[7, 30, 40]","[10, 15]","['2020-06-05', '2020-07-09', '2020-07-23']","['2020-07-13', '2020-07-20']","[2.1333333333333333, 1.0, 0.6666666666666666, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0, 0.0]","[2.5, 1.0, 0.5, 1.0, 0.5, 0.0, 0.0, 0.0]",25,24
LKCO,2020-06-24,2020-06-11,"[5, 9, 18]",[24],"['2020-07-01', '2020-07-08', '2020-07-21']",['2020-07-16'],"[2.533333333333333, 1.0, 0.3333333333333333, 0.3333333333333333, 0.6666666666666666, 0.6666666666666666, 0.0, 0.3333333333333333]","[3.4, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]",32,32
LKFN,2020-06-30,2020-05-14,"[14, 18]","[21, 28, 38, 45]","['2020-07-21', '2020-07-27']","['2020-06-15', '2020-06-24', '2020-07-09', '2020-07-20']","[2.55, 1.0, 1.0, 0.0, 0.5, 0.5, 0.0, 0.0]","[2.0500000000000003, 1.0, 0.5, 0.25, 0.5, 0.25, 0.0, 0.0]",509,501
LKOR,2020-06-15,2020-04-27,"[6, 25]","[10, 27, 32, 42]","['2020-06-23', '2020-07-23']","['2020-05-11', '2020-06-04', '2020-06-11', '2020-06-25']","[2.15, 1.0, 0.5, 0.5, 0.5, 0.0, 0.0, 0.0]","[2.35, 1.0, 0.75, 0.25, 0.5, 0.25, 0.0, 0.0]",110,109
LKQ,2019-08-19,2020-07-09,"[18, 30, 45, 55, 60, 65, 70, 85, 92, 105, 118, 126, 152, 162, 176, 182, 188, 195, 201, 208, 213, 220, 230, 234]",[12],"['2019-09-13', '2019-10-01', '2019-10-22', '2019-11-05', '2019-11-12', '2019-11-19', '2019-11-26', '2019-12-18', '2019-12-30', '2020-01-17', '2020-02-06', '2020-02-19', '2020-03-26', '2020-04-09', '2020-04-30', '2020-05-08', '2020-05-18', '2020-05-28', '2020-06-05', '2020-06-16', '2020-06-23', '2020-07-02', '2020-07-17', '2020-07-23']",['2020-07-27'],"[2.2541666666666664, 0.041666666666666664, 0.6666666666666666, 0.4583333333333333, 0.4583333333333333, 0.20833333333333334, 0.125, 0.041666666666666664]","[3.4, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]",395,406
LLEX,2020-06-08,2020-06-15,"[6, 11, 27]",[18],"['2020-06-16', '2020-06-23', '2020-07-16']",['2020-07-10'],"[2.3666666666666667, 1.0, 0.3333333333333333, 0.0, 0.6666666666666666, 0.3333333333333333, 0.3333333333333333, 0.0]","[3.6999999999999997, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0]",211,224
LLIT,2020-06-22,2020-04-08,[9],"[24, 39, 56, 66]",['2020-07-06'],"['2020-05-13', '2020-06-04', '2020-06-29', '2020-07-14']","[2.5, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0]","[2.75, 0.5, 0.75, 0.0, 0.75, 0.0, 0.25, 0.0]",229,209
LLNW,2020-06-10,2020-06-17,"[12, 16, 20, 27]","[18, 26]","['2020-06-26', '2020-07-02', '2020-07-09', '2020-07-20']","['2020-07-14', '2020-07-24']","[2.35, 1.0, 0.75, 0.25, 0.5, 0.25, 0.0, 0.0]","[2.55, 1.0, 1.0, 0.0, 0.5, 0.5, 0.0, 0.0]",272,295
LMAT,2020-07-02,2020-06-04,[15],"[5, 12, 16, 21]",['2020-07-24'],"['2020-06-11', '2020-06-22', '2020-06-26', '2020-07-06']","[2.9, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0]","[2.1, 1.0, 0.5, 0.25, 0.5, 0.0, 0.0, 0.25]",311,343
LMB,2020-06-16,2020-04-24,[6],"[9, 16, 21, 35, 44, 48, 55, 60]",['2020-06-24'],"['2020-05-07', '2020-05-18', '2020-05-26', '2020-06-15', '2020-06-26', '2020-07-02', '2020-07-14', '2020-07-21']","[3.4, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[2.3625000000000003, 0.75, 0.5, 0.375, 0.5, 0.125, 0.25, 0.125]",109,126
LMBS,2020-06-11,2020-03-12,"[9, 16, 24]","[8, 18, 27, 38, 44, 54, 60, 67, 77, 90, 94]","['2020-06-24', '2020-07-06', '2020-07-16']","['2020-03-24', '2020-04-07', '2020-04-21', '2020-05-06', '2020-05-14', '2020-05-29', '2020-06-08', '2020-06-17', '2020-07-01', '2020-07-21', '2020-07-27']","[2.433333333333333, 1.0, 0.6666666666666666, 0.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0]","[2.1999999999999997, 0.0, 0.7272727272727273, 0.18181818181818182, 0.45454545454545453, 0.36363636363636365, 0.18181818181818182, 0.0]",132,131
LMFA,2020-06-17,2020-06-29,"[12, 24]","[10, 15]","['2020-07-06', '2020-07-22']","['2020-07-14', '2020-07-21']","[3.4, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[2.5, 1.0, 0.5, 1.0, 0.5, 0.0, 0.0, 0.0]",113,107
LMNL,2020-06-17,2020-07-14,"[6, 10, 20]",[9],"['2020-06-25', '2020-07-01', '2020-07-16']",['2020-07-27'],"[2.533333333333333, 1.0, 1.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0, 0.0]","[2.5, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0]",152,169
LMNR,2020-04-14,2020-06-12,"[11, 18, 25, 31, 38, 44, 55, 66]","[6, 18, 25, 30]","['2020-04-29', '2020-05-08', '2020-05-19', '2020-05-28', '2020-06-08', '2020-06-16', '2020-07-01', '2020-07-17']","['2020-06-22', '2020-07-09', '2020-07-20', '2020-07-27']","[2.0, 0.625, 0.5, 0.25, 0.25, 0.125, 0.5, 0.125]","[3.025, 1.0, 0.75, 0.5, 0.75, 0.25, 0.0, 0.0]",307,306
LMNX,2020-05-26,2020-05-20,"[4, 15, 30, 40]","[6, 12, 22, 45]","['2020-06-01', '2020-06-16', '2020-07-08', '2020-07-22']","['2020-05-29', '2020-06-08', '2020-06-22', '2020-07-24']","[2.625, 1.0, 0.75, 0.75, 0.5, 0.0, 0.0, 0.0]","[3.1, 1.0, 0.75, 0.25, 0.75, 0.25, 0.25, 0.0]",466,454
LMPX,2020-04-30,2020-06-24,"[6, 15, 26, 32, 43, 54]",[10],"['2020-05-08', '2020-05-21', '2020-06-08', '2020-06-16', '2020-07-01', '2020-07-17']",['2020-07-09'],"[2.1666666666666665, 1.0, 0.6666666666666666, 0.16666666666666666, 0.5, 0.16666666666666666, 0.0, 0.0]","[2.0999999999999996, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]",14,14
LMRK,2020-06-08,2020-07-13,"[12, 20]",[6],"['2020-06-24', '2020-07-07']",['2020-07-21'],"[2.75, 1.0, 1.0, 0.5, 0.5, 0.0, 0.0, 0.0]","[3.4, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]",123,125
LMRKN,2020-04-29,2020-07-09,"[20, 24, 33, 43, 48, 52, 60]",[6],"['2020-05-28', '2020-06-03', '2020-06-16', '2020-06-30', '2020-07-08', '2020-07-14', '2020-07-24']",['2020-07-17'],"[2.514285714285714, 0.8571428571428571, 0.7142857142857143, 0.2857142857142857, 0.5714285714285714, 0.0, 0.14285714285714285, 0.0]","[3.4, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]",61,53
LMRKO,2020-04-29,2020-06-15,"[9, 15, 28, 33, 40, 44, 48, 52]","[5, 15, 22]","['2020-05-12', '2020-05-20', '2020-06-09', '2020-06-16', '2020-06-25', '2020-07-01', '2020-07-08', '2020-07-14']","['2020-06-22', '2020-07-07', '2020-07-16']","[2.3625000000000003, 0.75, 0.625, 0.25, 0.5, 0.125, 0.25, 0.0]","[2.2333333333333334, 1.0, 0.3333333333333333, 0.6666666666666666, 0.3333333333333333, 0.0, 0.3333333333333333, 0.3333333333333333]",68,85
LMRKP,2020-06-10,2020-07-08,"[6, 14, 18, 22]",[12],"['2020-06-18', '2020-06-30', '2020-07-07', '2020-07-13']",['2020-07-24'],"[2.725, 1.0, 1.0, 0.0, 0.5, 0.25, 0.25, 0.0]","[3.4, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]",100,102
LMST,2019-11-18,2020-05-05,"[14, 20, 30, 36, 42, 51, 59, 69, 79, 100, 111, 120, 125, 138, 148, 167]","[6, 12, 26, 33, 45, 56]","['2019-12-09', '2019-12-17', '2020-01-02', '2020-01-10', '2020-01-21', '2020-02-03', '2020-02-13', '2020-02-28', '2020-03-13', '2020-04-14', '2020-04-29', '2020-05-12', '2020-05-19', '2020-06-08', '2020-06-22', '2020-07-20']","['2020-05-13', '2020-05-21', '2020-06-11', '2020-06-22', '2020-07-09', '2020-07-24']","[1.9625000000000001, 0.25, 0.5625, 0.3125, 0.5, 0.0625, 0.0, 0.0]","[2.633333333333333, 0.8333333333333334, 0.6666666666666666, 0.16666666666666666, 0.6666666666666666, 0.16666666666666666, 0.16666666666666666, 0.0]",292,289
LNDC,2020-06-08,2020-05-14,[20],"[24, 34, 38, 48]",['2020-07-07'],"['2020-06-18', '2020-07-02', '2020-07-09', '2020-07-23']","[2.0999999999999996, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[2.525, 1.0, 1.0, 0.0, 0.5, 0.0, 0.0, 0.25]",477,507
LNGR,2020-04-20,2018-09-11,"[7, 16, 45, 53, 66]","[6, 22, 33, 52, 72, 102, 111, 115, 122, 135, 141, 151, 167, 172, 190, 198, 205, 209, 213, 226, 232, 242, 250, 266, 297, 303, 309, 316, 320, 330, 345, 349, 368, 381, 392, 412, 421, 441, 449, 462, 470]","['2020-04-29', '2020-05-12', '2020-06-23', '2020-07-06', '2020-07-23']","['2018-09-19', '2018-10-11', '2018-10-26', '2018-11-23', '2018-12-24', '2019-02-07', '2019-02-21', '2019-02-27', '2019-03-08', '2019-03-27', '2019-04-04', '2019-04-18', '2019-05-13', '2019-05-20', '2019-06-14', '2019-06-26', '2019-07-08', '2019-07-12', '2019-07-18', '2019-08-06', '2019-08-14', '2019-08-28', '2019-09-10', '2019-10-02', '2019-11-14', '2019-11-22', '2019-12-03', '2019-12-12', '2019-12-18', '2020-01-03', '2020-01-27', '2020-01-31', '2020-02-28', '2020-03-18', '2020-04-02', '2020-05-01', '2020-05-14', '2020-06-12', '2020-06-24', '2020-07-14', '2020-07-24']","[1.84, 0.8, 0.4, 0.2, 0.4, 0.2, 0.2, 0.0]","[1.8731707317073172, 0.07317073170731707, 0.5365853658536586, 0.21951219512195122, 0.4146341463414634, 0.12195121951219512, 0.1951219512195122, 0.0]",92,74
LNT,2020-05-18,2020-06-25,"[14, 33]",[9],"['2020-06-08', '2020-07-06']",['2020-07-09'],"[2.3, 1.0, 0.5, 0.0, 0.5, 0.0, 0.5, 0.0]","[2.5, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0]",797,857
LNTH,2020-07-15,2020-04-16,[6],"[12, 20, 41, 48, 57, 65]",['2020-07-23'],"['2020-05-04', '2020-05-14', '2020-06-15', '2020-06-24', '2020-07-08', '2020-07-20']","[3.4, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[2.033333333333333, 1.0, 0.5, 0.3333333333333333, 0.5, 0.0, 0.0, 0.0]",119,116
LOAC,2019-07-19,2019-07-24,"[24, 36, 225]","[99, 176]","['2019-08-22', '2019-09-10', '2020-06-10']","['2019-12-12', '2020-04-03']","[3.3666666666666667, 0.6666666666666666, 0.6666666666666666, 0.3333333333333333, 1.0, 0.6666666666666666, 0.0, 0.0]","[2.75, 0.0, 0.5, 0.0, 0.5, 0.5, 1.0, 0.0]",10,9
LOACU,2019-06-07,2020-03-09,[33],[21],['2019-07-25'],['2020-04-07'],"[3.2, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",10,17
LOAN,2020-05-12,2020-04-24,"[11, 18, 25, 39, 44]","[9, 15, 26, 35, 40, 54]","['2020-05-28', '2020-06-08', '2020-06-17', '2020-07-08', '2020-07-15']","['2020-05-07', '2020-05-15', '2020-06-02', '2020-06-15', '2020-06-22', '2020-07-13']","[2.04, 0.8, 0.4, 0.2, 0.4, 0.2, 0.4, 0.0]","[2.25, 1.0, 0.5, 0.5, 0.5, 0.3333333333333333, 0.0, 0.0]",362,373
LOB,2020-06-23,2020-06-25,"[8, 21]",[9],"['2020-07-06', '2020-07-23']",['2020-07-09'],"[1.8, 1.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0]","[2.5, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0]",118,118
LOCO,2020-06-17,2020-06-15,[15],"[9, 18]",['2020-07-09'],"['2020-06-26', '2020-07-10']","[2.9, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0]","[3.0999999999999996, 1.0, 0.5, 0.0, 1.0, 1.0, 0.0, 0.0]",135,131
LOGC,2020-06-10,2020-06-15,"[9, 16, 27]",[18],"['2020-06-23', '2020-07-02', '2020-07-20']",['2020-07-10'],"[2.1333333333333333, 1.0, 0.3333333333333333, 0.0, 0.6666666666666666, 0.6666666666666666, 0.0, 0.0]","[3.6999999999999997, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0]",42,43
LOGI,2019-11-18,2020-06-25,"[8, 30, 45, 53, 58, 72, 84, 90, 95, 111, 126, 132, 140, 162, 169]","[12, 20]","['2019-11-29', '2020-01-02', '2020-01-24', '2020-02-05', '2020-02-12', '2020-03-04', '2020-03-20', '2020-03-30', '2020-04-06', '2020-04-29', '2020-05-20', '2020-05-29', '2020-06-10', '2020-07-13', '2020-07-22']","['2020-07-14', '2020-07-24']","[2.4266666666666667, 0.13333333333333333, 0.6666666666666666, 0.3333333333333333, 0.6, 0.3333333333333333, 0.06666666666666667, 0.0]","[2.75, 1.0, 1.0, 0.5, 0.5, 0.0, 0.0, 0.0]",519,541
LOGM,2020-05-15,2020-05-14,"[9, 14, 22, 26, 34, 45]","[8, 21, 25, 30, 44]","['2020-05-29', '2020-06-05', '2020-06-17', '2020-06-23', '2020-07-06', '2020-07-21']","['2020-05-27', '2020-06-15', '2020-06-19', '2020-06-26', '2020-07-17']","[2.1333333333333333, 1.0, 0.6666666666666666, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 0.16666666666666666, 0.16666666666666666]","[2.16, 0.8, 0.6, 0.4, 0.4, 0.0, 0.2, 0.0]",265,271
LONE,2020-04-24,2020-06-11,"[4, 18, 22, 30, 36, 61]",[18],"['2020-04-30', '2020-05-20', '2020-05-27', '2020-06-08', '2020-06-16', '2020-07-22']",['2020-07-08'],"[2.583333333333333, 1.0, 0.8333333333333334, 0.16666666666666666, 0.5, 0.3333333333333333, 0.16666666666666666, 0.0]","[3.6999999999999997, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0]",132,139
LOOP,2019-12-16,2020-05-04,"[15, 34, 44, 54, 65, 72, 81, 92, 99, 110, 121, 135, 140]","[8, 15, 33, 38, 45, 52]","['2020-01-08', '2020-02-05', '2020-02-20', '2020-03-05', '2020-03-20', '2020-03-31', '2020-04-14', '2020-04-29', '2020-05-08', '2020-05-26', '2020-06-10', '2020-06-30', '2020-07-08']","['2020-05-14', '2020-05-26', '2020-06-19', '2020-06-26', '2020-07-08', '2020-07-17']","[2.315384615384615, 0.07692307692307693, 0.5384615384615384, 0.38461538461538464, 0.46153846153846156, 0.38461538461538464, 0.3076923076923077, 0.07692307692307693]","[2.2166666666666663, 0.8333333333333334, 0.5, 0.3333333333333333, 0.5, 0.16666666666666666, 0.16666666666666666, 0.0]",59,61
LOPE,2020-07-02,2020-05-14,[12],"[5, 21, 30]",['2020-07-21'],"['2020-05-21', '2020-06-15', '2020-06-26']","[3.4, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[2.5666666666666664, 1.0, 0.3333333333333333, 0.6666666666666666, 0.6666666666666666, 0.0, 0.0, 0.3333333333333333]",275,273
LORL,2020-06-08,2020-04-21,"[6, 18, 26]","[18, 27, 37, 46, 55, 66]","['2020-06-16', '2020-07-02', '2020-07-15']","['2020-05-15', '2020-05-29', '2020-06-12', '2020-06-25', '2020-07-09', '2020-07-24']","[2.8333333333333335, 1.0, 1.0, 0.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0]","[2.3333333333333335, 0.5, 0.5, 0.16666666666666666, 0.5, 0.3333333333333333, 0.3333333333333333, 0.16666666666666666]",347,343
LOVE,2020-06-09,2020-03-18,"[5, 14, 30]","[11, 40, 46, 54, 60, 73, 81]","['2020-06-16', '2020-06-29', '2020-07-22']","['2020-04-02', '2020-05-14', '2020-05-22', '2020-06-04', '2020-06-12', '2020-07-01', '2020-07-14']","[2.3, 1.0, 0.6666666666666666, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0, 0.3333333333333333]","[2.142857142857143, 0.8571428571428571, 0.5714285714285714, 0.2857142857142857, 0.42857142857142855, 0.2857142857142857, 0.14285714285714285, 0.0]",51,48
LPCN,2020-06-23,2019-11-14,"[8, 18]","[6, 54, 71, 84, 96, 137, 144, 165]","['2020-07-06', '2020-07-20']","['2019-11-22', '2020-02-04', '2020-02-28', '2020-03-18', '2020-04-03', '2020-06-03', '2020-06-12', '2020-07-14']","[2.55, 1.0, 1.0, 0.0, 0.5, 0.5, 0.0, 0.0]","[2.6625, 0.625, 0.625, 0.125, 0.75, 0.25, 0.125, 0.0]",145,154
LPLA,2020-07-01,2020-05-14,[9],"[19, 30, 38, 45, 50]",['2020-07-15'],"['2020-06-11', '2020-06-26', '2020-07-09', '2020-07-20', '2020-07-27']","[2.5, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0]","[2.1999999999999997, 1.0, 0.6, 0.6, 0.4, 0.2, 0.0, 0.0]",220,238
LPRO,2020-07-08,2020-06-25,[6],[9],['2020-07-16'],['2020-07-09'],"[3.4, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[2.5, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0]",6,5
LPSN,2020-06-10,2020-05-27,"[16, 20, 30]","[6, 13, 33, 42]","['2020-07-02', '2020-07-09', '2020-07-23']","['2020-06-04', '2020-06-15', '2020-07-14', '2020-07-27']","[2.533333333333333, 1.0, 1.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0, 0.0]","[2.675, 1.0, 0.5, 0.0, 0.75, 0.0, 0.25, 0.25]",442,446
LPTH,2020-06-10,2020-07-13,"[15, 22]",[9],"['2020-07-01', '2020-07-13']",['2020-07-24'],"[2.65, 1.0, 0.5, 0.5, 0.5, 0.0, 0.5, 0.0]","[2.5, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0]",451,467
LPTX,2020-06-11,2019-11-22,"[10, 27]","[15, 26, 36, 43, 78, 88, 99, 110, 137, 150, 154]","['2020-06-25', '2020-07-21']","['2019-12-16', '2020-01-02', '2020-01-16', '2020-01-28', '2020-03-18', '2020-04-01', '2020-04-17', '2020-05-04', '2020-06-11', '2020-06-30', '2020-07-07']","[2.3, 1.0, 0.5, 0.5, 0.5, 0.5, 0.0, 0.0]","[2.3, 0.09090909090909091, 0.6363636363636364, 0.2727272727272727, 0.45454545454545453, 0.18181818181818182, 0.36363636363636365, 0.0]",78,69
LQDA,2020-06-25,2020-06-11,[15],[24],['2020-07-17'],['2020-07-16'],"[2.9, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0]","[3.4, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]",44,44
LQDT,2019-08-22,2020-06-22,"[14, 26, 41, 48, 54, 69, 90, 95, 104, 125, 138, 159, 165, 176, 181, 192, 200, 210, 229]",[18],"['2019-09-12', '2019-09-30', '2019-10-21', '2019-10-30', '2019-11-07', '2019-11-29', '2019-12-31', '2020-01-08', '2020-01-22', '2020-02-21', '2020-03-11', '2020-04-09', '2020-04-20', '2020-05-05', '2020-05-12', '2020-05-28', '2020-06-09', '2020-06-23', '2020-07-21']",['2020-07-17'],"[2.0210526315789474, 0.10526315789473684, 0.5789473684210527, 0.3157894736842105, 0.47368421052631576, 0.10526315789473684, 0.10526315789473684, 0.0]","[3.6999999999999997, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0]",309,323
LRCX,2020-04-23,2020-05-01,"[4, 15, 19, 24, 30, 40, 55, 63]","[9, 30, 39, 58]","['2020-04-29', '2020-05-14', '2020-05-20', '2020-05-28', '2020-06-05', '2020-06-19', '2020-07-13', '2020-07-23']","['2020-05-14', '2020-06-15', '2020-06-26', '2020-07-24']","[2.325, 0.75, 0.5, 0.5, 0.5, 0.125, 0.125, 0.125]","[2.5500000000000003, 1.0, 0.5, 0.25, 0.75, 0.25, 0.0, 0.0]",736,751
LRGE,2020-07-13,2020-06-29,[6],"[9, 18]",['2020-07-21'],"['2020-07-13', '2020-07-24']","[3.4, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[3.0999999999999996, 1.0, 0.5, 0.0, 1.0, 1.0, 0.0, 0.0]",54,46
LRMR,2020-06-17,2020-07-06,"[6, 10]","[6, 12]","['2020-06-25', '2020-07-01']","['2020-07-14', '2020-07-22']","[2.75, 1.0, 1.0, 0.5, 0.5, 0.0, 0.0, 0.0]","[3.4, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]",133,141
LSAC,2020-06-29,2020-07-10,[16],[9],['2020-07-22'],['2020-07-23'],"[1.4, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2.5, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0]",2,2
LSACU,2020-06-16,2020-04-06,[6],"[33, 54, 61, 68, 72]",['2020-06-24'],"['2020-05-22', '2020-06-23', '2020-07-02', '2020-07-14', '2020-07-20']","[3.4, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[2.4400000000000004, 1.0, 0.6, 0.0, 0.6, 0.4, 0.2, 0.0]",7,7
