ticker,peak_cycle_date,bot_cycle_date,peak_pattern,bot_pattern,peak_date,bot_date,peak_hit,bot_hit,all_peak_count,all_bot_count
PCN,2019/7/10,2019/1/24,"[17, 21, 42, 64, 72, 85, 91, 101, 105, 133, 143, 163, 180, 190, 203, 209, 231, 249, 262]","[11, 30, 42, 48, 58, 75, 98, 108, 121, 133, 147, 161, 174, 182, 200, 212, 227, 232, 245, 251, 276, 290, 301, 312, 321, 330, 350, 357, 370]","['2019-08-02', '2019-08-08', '2019-09-09', '2019-10-09', '2019-10-21', '2019-11-07', '2019-11-15', '2019-12-02', '2019-12-06', '2020-01-17', '2020-02-03', '2020-03-03', '2020-03-26', '2020-04-09', '2020-04-29', '2020-05-07', '2020-06-09', '2020-07-06', '2020-07-23']","['2019-02-08', '2019-03-08', '2019-03-26', '2019-04-03', '2019-04-17', '2019-05-13', '2019-06-14', '2019-06-28', '2019-07-18', '2019-08-05', '2019-08-23', '2019-09-13', '2019-10-02', '2019-10-14', '2019-11-07', '2019-11-25', '2019-12-17', '2019-12-24', '2020-01-14', '2020-01-23', '2020-02-28', '2020-03-19', '2020-04-03', '2020-04-21', '2020-05-04', '2020-05-15', '2020-06-15', '2020-06-24', '2020-07-14']","[1.4842105263157896, 0.10526315789473684, 0.3684210526315789, 0.21052631578947367, 0.3684210526315789, 0.10526315789473684, 0.10526315789473684, 0.0]","[1.5724137931034485, 0.06896551724137931, 0.41379310344827586, 0.27586206896551724, 0.3448275862068966, 0.13793103448275862, 0.13793103448275862, 0.0]",358,384
PCPL,2020/7/13,2020/6/18,[9],"[5, 9, 13]",['2020-07-24'],"['2020-06-25', '2020-07-01', '2020-07-08']","[1.4, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.1666666666666665, 1.0, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.0, 0.6666666666666666]",3,4
PCQ,2020/1/16,2020/6/15,"[17, 27, 51, 66, 77, 89, 96, 100, 105]","[7, 12]","['2020-02-11', '2020-02-26', '2020-03-31', '2020-04-22', '2020-05-07', '2020-05-26', '2020-06-04', '2020-06-10', '2020-06-17']","['2020-06-24', '2020-07-01']","[1.4666666666666668, 0.0, 0.5555555555555556, 0.2222222222222222, 0.2222222222222222, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111]","[2.3, 1.0, 0.5, 0.0, 0.5, 0.0, 0.5, 0.0]",374,349
PD,2020/3/20,2020/6/11,"[4, 26, 36, 45, 49, 63, 72]","[12, 22, 30]","['2020-03-26', '2020-04-28', '2020-05-12', '2020-05-26', '2020-06-01', '2020-06-19', '2020-07-02']","['2020-06-29', '2020-07-14', '2020-07-24']","[1.8285714285714287, 0.7142857142857143, 0.5714285714285714, 0.14285714285714285, 0.2857142857142857, 0.14285714285714285, 0.2857142857142857, 0.0]","[1.5666666666666667, 1.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0, 0.3333333333333333, 0.0]",25,25
PDI,2020/6/16,2020/3/12,"[12, 21]","[5, 14, 27, 35, 44, 63, 75, 85]","['2020-07-02', '2020-07-16']","['2020-03-19', '2020-04-01', '2020-04-21', '2020-05-01', '2020-05-14', '2020-06-11', '2020-06-29', '2020-07-14']","[2.9, 1.0, 1.0, 0.0, 0.5, 0.0, 0.5, 0.0]","[1.7374999999999998, 0.625, 0.375, 0.5, 0.375, 0.0, 0.0, 0.125]",159,183
PDM,2020/7/6,2020/7/9,[7],"[7, 12]",['2020-07-15'],"['2020-07-20', '2020-07-27']","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[2.3, 1.0, 0.5, 0.0, 0.5, 0.0, 0.5, 0.0]",226,240
PDS,2020/6/16,2020/5/14,"[5, 20, 24]","[21, 41, 45]","['2020-06-23', '2020-07-15', '2020-07-21']","['2020-06-15', '2020-07-14', '2020-07-20']","[1.6666666666666667, 1.0, 0.3333333333333333, 0.6666666666666666, 0.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[1.9, 1.0, 0.6666666666666666, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.0]",520,507
PDT,2017/6/20,2020/5/14,"[9, 14, 22, 34, 40, 52, 65, 75, 88, 94, 119, 132, 168, 195, 201, 210, 221, 225, 240, 245, 264, 272, 285, 294, 304, 322, 329, 341, 350, 368, 391, 399, 407, 420, 429, 447, 456, 471, 485, 494, 523, 532, 538, 580, 591, 597, 607, 622, 634, 638, 643, 651, 659, 672, 680, 696, 706, 712, 720, 746, 765, 775]","[21, 30, 41, 45, 50]","['2017-07-03', '2017-07-11', '2017-07-21', '2017-08-08', '2017-08-16', '2017-09-01', '2017-09-21', '2017-10-05', '2017-10-24', '2017-11-01', '2017-12-07', '2017-12-27', '2018-02-20', '2018-03-29', '2018-04-09', '2018-04-20', '2018-05-07', '2018-05-11', '2018-06-04', '2018-06-11', '2018-07-09', '2018-07-19', '2018-08-07', '2018-08-20', '2018-09-04', '2018-09-28', '2018-10-09', '2018-10-25', '2018-11-07', '2018-12-04', '2019-01-09', '2019-01-22', '2019-02-01', '2019-02-21', '2019-03-06', '2019-04-01', '2019-04-12', '2019-05-06', '2019-05-24', '2019-06-07', '2019-07-19', '2019-08-01', '2019-08-09', '2019-10-09', '2019-10-24', '2019-11-01', '2019-11-15', '2019-12-09', '2019-12-26', '2020-01-02', '2020-01-09', '2020-01-22', '2020-02-03', '2020-02-21', '2020-03-04', '2020-03-26', '2020-04-09', '2020-04-20', '2020-04-30', '2020-06-08', '2020-07-06', '2020-07-20']","['2020-06-15', '2020-06-26', '2020-07-14', '2020-07-20', '2020-07-27']","[1.3709677419354838, 0.11290322580645161, 0.4032258064516129, 0.27419354838709675, 0.22580645161290322, 0.22580645161290322, 0.14516129032258066, 0.016129032258064516]","[1.7399999999999998, 1.0, 0.6, 0.6, 0.2, 0.0, 0.0, 0.0]",443,482
PE,2018/7/19,2020/4/15,"[7, 14, 28, 47, 57, 62, 76, 95, 119, 126, 134, 150, 156, 161, 168, 175, 180, 191, 207, 216, 224, 229, 238, 245, 259, 268, 275, 281, 291, 310, 321, 327, 340, 368, 384, 389, 399, 423, 434, 451, 461, 466, 474, 480, 493, 500, 504]","[13, 21, 27, 31, 40, 50, 54, 60]","['2018-07-30', '2018-08-08', '2018-08-28', '2018-09-25', '2018-10-09', '2018-10-16', '2018-11-05', '2018-12-03', '2019-01-09', '2019-01-18', '2019-01-31', '2019-02-25', '2019-03-05', '2019-03-12', '2019-03-21', '2019-04-01', '2019-04-08', '2019-04-24', '2019-05-16', '2019-05-30', '2019-06-11', '2019-06-18', '2019-07-01', '2019-07-11', '2019-07-31', '2019-08-13', '2019-08-22', '2019-08-30', '2019-09-16', '2019-10-11', '2019-10-28', '2019-11-05', '2019-11-22', '2020-01-06', '2020-01-29', '2020-02-05', '2020-02-20', '2020-03-25', '2020-04-09', '2020-05-05', '2020-05-19', '2020-05-27', '2020-06-08', '2020-06-16', '2020-07-06', '2020-07-15', '2020-07-21']","['2020-05-04', '2020-05-14', '2020-05-22', '2020-05-29', '2020-06-11', '2020-06-25', '2020-07-01', '2020-07-10']","[1.4489361702127659, 0.1702127659574468, 0.3617021276595745, 0.2127659574468085, 0.3191489361702128, 0.14893617021276595, 0.14893617021276595, 0.0]","[1.5375, 1.0, 0.5, 0.375, 0.125, 0.125, 0.125, 0.125]",150,157
PEAK,2020/6/8,2019/12/2,"[6, 18, 28]","[10, 21, 42, 49, 53, 60, 73, 85, 96, 113, 123, 132, 141, 154, 160]","['2020-06-16', '2020-07-02', '2020-07-17']","['2019-12-16', '2020-01-02', '2020-02-03', '2020-02-12', '2020-02-19', '2020-02-28', '2020-03-18', '2020-04-03', '2020-04-21', '2020-05-14', '2020-05-29', '2020-06-11', '2020-06-24', '2020-07-14', '2020-07-22']","[1.6666666666666665, 1.0, 0.6666666666666666, 0.0, 0.3333333333333333, 0.0, 0.0, 0.0]","[1.5199999999999998, 0.0, 0.4666666666666667, 0.26666666666666666, 0.26666666666666666, 0.13333333333333333, 0.2, 0.0]",657,700
PEB,2020/7/1,2020/7/10,[9],[12],['2020-07-15'],['2020-07-28'],"[1.4, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2.4, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",244,249
PEG,2020/4/17,2020/7/9,"[7, 21, 35, 41, 54, 63]",[12],"['2020-04-28', '2020-05-18', '2020-06-08', '2020-06-16', '2020-07-06', '2020-07-17']",['2020-07-27'],"[2.216666666666667, 0.8333333333333334, 0.5, 0.16666666666666666, 0.6666666666666666, 0.0, 0.0, 0.0]","[2.4, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",748,776
PEI,2020/7/6,2019/12/3,[7],"[7, 14, 30, 41, 45, 52, 60, 68, 72, 84, 96, 112, 131]",['2020-07-15'],"['2019-12-12', '2019-12-23', '2020-01-16', '2020-02-03', '2020-02-07', '2020-02-19', '2020-03-02', '2020-03-12', '2020-03-18', '2020-04-03', '2020-04-22', '2020-05-14', '2020-06-11']","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[1.7230769230769232, 0.07692307692307693, 0.46153846153846156, 0.23076923076923078, 0.3076923076923077, 0.23076923076923078, 0.3076923076923077, 0.0]",736,765
PEN,2020/5/28,2020/6/25,"[7, 18]",[12],"['2020-06-08', '2020-06-23']",['2020-07-14'],"[1.8, 1.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0]","[2.4, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",102,113
PEO,2019/4/22,2020/5/14,"[18, 35, 49, 57, 65, 70, 77, 102, 123, 132, 140, 146, 180, 187, 205, 210, 235, 245, 262, 285, 304, 311, 315]","[10, 21, 29, 39, 45]","['2019-05-16', '2019-06-11', '2019-07-01', '2019-07-12', '2019-07-24', '2019-07-31', '2019-08-09', '2019-09-16', '2019-10-15', '2019-10-28', '2019-11-07', '2019-11-15', '2020-01-07', '2020-01-16', '2020-02-12', '2020-02-20', '2020-03-26', '2020-04-09', '2020-05-05', '2020-06-08', '2020-07-06', '2020-07-15', '2020-07-21']","['2020-05-29', '2020-06-15', '2020-06-25', '2020-07-10', '2020-07-20']","[1.6086956521739129, 0.043478260869565216, 0.391304347826087, 0.4782608695652174, 0.34782608695652173, 0.043478260869565216, 0.08695652173913043, 0.0]","[1.6, 1.0, 0.6, 0.4, 0.2, 0.0, 0.0, 0.0]",700,725
PER,2020/6/17,2019/11/15,"[11, 24]","[12, 30, 40, 45, 62, 70, 83, 105, 110, 123, 164]","['2020-07-02', '2020-07-22']","['2019-12-04', '2019-12-31', '2020-01-15', '2020-01-23', '2020-02-18', '2020-02-28', '2020-03-18', '2020-04-20', '2020-04-27', '2020-05-14', '2020-07-14']","[1.4500000000000002, 1.0, 0.5, 0.0, 0.0, 0.5, 0.5, 0.0]","[1.4454545454545453, 0.18181818181818182, 0.45454545454545453, 0.5454545454545454, 0.18181818181818182, 0.09090909090909091, 0.09090909090909091, 0.0]",162,157
PFD,2020/5/7,2020/2/28,"[10, 18, 28]","[9, 14, 25, 36, 53, 72, 91]","['2020-05-21', '2020-06-03', '2020-06-17']","['2020-03-12', '2020-03-19', '2020-04-03', '2020-04-21', '2020-05-14', '2020-06-11', '2020-07-09']","[1.5, 1.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.0]","[1.7142857142857144, 1.0, 0.42857142857142855, 0.14285714285714285, 0.2857142857142857, 0.14285714285714285, 0.2857142857142857, 0.0]",499,513
PFE,2020/4/28,2020/7/9,"[6, 14, 21, 29, 47, 60]",[12],"['2020-05-06', '2020-05-18', '2020-05-28', '2020-06-09', '2020-07-06', '2020-07-23']",['2020-07-27'],"[1.7500000000000002, 1.0, 0.5, 0.16666666666666666, 0.3333333333333333, 0.0, 0.16666666666666666, 0.0]","[2.4, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",978,993
PFGC,2020/7/1,2020/7/9,"[9, 14]",[7],"['2020-07-15', '2020-07-22']",['2020-07-20'],"[1.8, 1.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",114,104
PFL,2020/3/26,2020/4/1,"[12, 23, 28, 50, 61, 72, 80]","[13, 31, 49, 60, 77]","['2020-04-14', '2020-04-29', '2020-05-06', '2020-06-08', '2020-06-23', '2020-07-09', '2020-07-21']","['2020-04-21', '2020-05-15', '2020-06-11', '2020-06-26', '2020-07-22']","[1.4, 1.0, 0.2857142857142857, 0.2857142857142857, 0.14285714285714285, 0.2857142857142857, 0.2857142857142857, 0.0]","[1.6400000000000001, 0.8, 0.2, 0.2, 0.4, 0.0, 0.2, 0.2]",331,334
PFN,2020/6/16,2019/7/17,"[16, 24]","[7, 13, 30, 42, 60, 73, 80, 87, 105, 125, 133, 146, 156, 169, 179, 192, 210, 216, 228, 250]","['2020-07-09', '2020-07-21']","['2019-07-26', '2019-08-05', '2019-08-28', '2019-09-16', '2019-10-10', '2019-10-29', '2019-11-07', '2019-11-18', '2019-12-13', '2020-01-14', '2020-01-27', '2020-02-13', '2020-02-28', '2020-03-18', '2020-04-01', '2020-04-21', '2020-05-15', '2020-05-26', '2020-06-11', '2020-07-14']","[1.6, 1.0, 0.5, 0.0, 0.0, 1.0, 0.5, 0.0]","[1.7049999999999998, 0.2, 0.5, 0.35, 0.25, 0.15, 0.25, 0.05]",289,299
PFO,2020/5/26,2020/4/23,"[6, 18, 28]","[7, 15, 34, 45, 53]","['2020-06-03', '2020-06-19', '2020-07-06']","['2020-05-04', '2020-05-14', '2020-06-11', '2020-06-26', '2020-07-09']","[1.6666666666666665, 1.0, 0.6666666666666666, 0.0, 0.3333333333333333, 0.0, 0.0, 0.0]","[1.46, 1.0, 0.4, 0.4, 0.2, 0.0, 0.0, 0.2]",483,481
PFS,2020/6/16,2020/7/9,"[5, 11, 21, 27]",[7],"['2020-06-23', '2020-07-01', '2020-07-16', '2020-07-24']",['2020-07-20'],"[1.6, 1.0, 0.5, 0.25, 0.25, 0.0, 0.0, 0.25]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",419,417
PFSI,2020/3/26,2020/7/9,"[12, 23, 30, 49, 59, 63]",[12],"['2020-04-14', '2020-04-29', '2020-05-08', '2020-06-05', '2020-06-19', '2020-06-25']",['2020-07-27'],"[1.6500000000000001, 0.5, 0.5, 0.16666666666666666, 0.3333333333333333, 0.0, 0.16666666666666666, 0.0]","[2.4, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",170,174
PG,2020/6/10,2020/5/14,"[7, 24]","[5, 21, 30, 47]","['2020-06-19', '2020-07-15']","['2020-05-21', '2020-06-15', '2020-06-26', '2020-07-22']","[2.45, 1.0, 0.5, 0.0, 0.5, 0.5, 0.5, 0.0]","[1.775, 1.0, 0.5, 0.5, 0.25, 0.0, 0.0, 0.25]",1228,1266
PGP,2020/5/18,2020/5/13,"[9, 14, 21, 35, 48]","[13, 20, 33, 42]","['2020-06-01', '2020-06-08', '2020-06-17', '2020-07-08', '2020-07-27']","['2020-06-02', '2020-06-11', '2020-06-30', '2020-07-14']","[2.52, 1.0, 0.6, 0.2, 0.6, 0.2, 0.2, 0.0]","[1.6, 1.0, 0.5, 0.25, 0.25, 0.0, 0.0, 0.25]",335,326
PGR,2020/7/1,2020/3/23,[15],"[7, 16, 36, 42, 57, 65, 75, 88]",['2020-07-23'],"['2020-04-01', '2020-04-15', '2020-05-13', '2020-05-21', '2020-06-12', '2020-06-24', '2020-07-09', '2020-07-28']","[2.0999999999999996, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[1.625, 0.75, 0.5, 0.25, 0.25, 0.25, 0.125, 0.0]",757,712
PGRE,2020/6/16,2020/6/25,"[12, 20]","[9, 21]","['2020-07-02', '2020-07-15']","['2020-07-09', '2020-07-27']","[1.65, 1.0, 0.5, 0.5, 0.0, 0.0, 0.5, 0.0]","[2.4, 1.0, 1.0, 0.0, 0.5, 0.0, 0.0, 0.0]",123,130
PGTI,2020/7/8,2020/5/12,[7],"[12, 21, 32, 40, 48]",['2020-07-17'],"['2020-05-29', '2020-06-11', '2020-06-26', '2020-07-09', '2020-07-21']","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[2.04, 1.0, 0.6, 0.2, 0.2, 0.6, 0.4, 0.0]",321,303
PGZ,2020/4/9,2020/4/16,"[14, 21, 40, 58, 66]","[7, 12, 21, 25, 39, 56, 65, 69]","['2020-04-30', '2020-05-11', '2020-06-08', '2020-07-02', '2020-07-15']","['2020-04-27', '2020-05-04', '2020-05-15', '2020-05-21', '2020-06-11', '2020-07-07', '2020-07-20', '2020-07-24']","[1.6400000000000001, 0.8, 0.4, 0.2, 0.4, 0.2, 0.0, 0.0]","[1.8375000000000001, 0.75, 0.5, 0.25, 0.375, 0.125, 0.125, 0.0]",159,156
PH,2020/7/6,2020/7/9,"[7, 15]",[7],"['2020-07-15', '2020-07-27']",['2020-07-20'],"[2.15, 1.0, 0.5, 0.5, 0.5, 0.0, 0.0, 0.0]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",840,844
PHD,2020/4/24,2020/7/9,"[4, 12, 37, 48, 56]",[7],"['2020-04-30', '2020-05-12', '2020-06-17', '2020-07-02', '2020-07-15']",['2020-07-20'],"[1.52, 0.6, 0.4, 0.0, 0.2, 0.4, 0.4, 0.0]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",316,307
PHG,2020/6/5,2019/8/5,"[12, 20]","[7, 15, 25, 34, 41, 47, 60, 66, 70, 84, 108, 124, 143, 154, 167, 176, 188, 196, 204, 215, 224, 228, 235, 245]","['2020-06-23', '2020-07-06']","['2019-08-14', '2019-08-26', '2019-09-10', '2019-09-23', '2019-10-02', '2019-10-10', '2019-10-29', '2019-11-06', '2019-11-12', '2019-12-03', '2020-01-08', '2020-01-31', '2020-02-28', '2020-03-16', '2020-04-02', '2020-04-16', '2020-05-04', '2020-05-14', '2020-05-27', '2020-06-11', '2020-06-24', '2020-06-30', '2020-07-10', '2020-07-24']","[1.65, 1.0, 0.5, 0.5, 0.0, 0.0, 0.5, 0.0]","[1.4333333333333331, 0.20833333333333334, 0.2916666666666667, 0.2916666666666667, 0.2916666666666667, 0.08333333333333333, 0.20833333333333334, 0.041666666666666664]",812,798
PHI,2020/6/10,2020/5/26,"[9, 21]","[9, 14, 18, 22, 42]","['2020-06-23', '2020-07-10']","['2020-06-08', '2020-06-15', '2020-06-19', '2020-06-25', '2020-07-24']","[2.4, 1.0, 1.0, 0.0, 0.5, 0.0, 0.0, 0.0]","[1.72, 1.0, 0.6, 0.0, 0.4, 0.0, 0.0, 0.0]",736,757
PHK,2020/6/9,2020/1/14,[30],"[8, 13, 31, 45, 56, 63, 67, 72, 84, 96, 103, 114, 125, 129, 133]",['2020-07-22'],"['2020-01-27', '2020-02-03', '2020-02-28', '2020-03-19', '2020-04-03', '2020-04-15', '2020-04-21', '2020-04-28', '2020-05-14', '2020-06-02', '2020-06-11', '2020-06-26', '2020-07-14', '2020-07-20', '2020-07-24']","[2.0999999999999996, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[1.5266666666666668, 0.13333333333333333, 0.4666666666666667, 0.13333333333333333, 0.26666666666666666, 0.26666666666666666, 0.2, 0.06666666666666667]",312,341
PHM,2020/4/17,2020/5/29,"[8, 15, 28, 35, 41, 57, 70]","[11, 21]","['2020-04-29', '2020-05-08', '2020-05-28', '2020-06-08', '2020-06-16', '2020-07-09', '2020-07-28']","['2020-06-15', '2020-06-29']","[1.7142857142857142, 0.8571428571428571, 0.2857142857142857, 0.42857142857142855, 0.42857142857142855, 0.14285714285714285, 0.0, 0.0]","[1.8, 1.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0]",844,822
PHR,2020/6/5,2020/6/11,"[12, 21, 27]","[5, 12, 18, 31]","['2020-06-23', '2020-07-07', '2020-07-15']","['2020-06-18', '2020-06-29', '2020-07-08', '2020-07-27']","[2.4, 1.0, 1.0, 0.0, 0.3333333333333333, 0.0, 0.3333333333333333, 0.0]","[1.35, 1.0, 0.5, 0.25, 0.0, 0.0, 0.25, 0.25]",25,24
PHT,2020/3/31,2020/6/11,"[7, 15, 21, 49, 58, 69, 75]","[12, 21]","['2020-04-09', '2020-04-22', '2020-04-30', '2020-06-10', '2020-06-23', '2020-07-09', '2020-07-17']","['2020-06-29', '2020-07-13']","[1.857142857142857, 0.5714285714285714, 0.5714285714285714, 0.2857142857142857, 0.42857142857142855, 0.0, 0.0, 0.0]","[2.9, 1.0, 1.0, 0.0, 0.5, 0.0, 0.5, 0.0]",380,369
PHX,2020/6/8,2019/11/12,"[15, 24, 32]","[12, 21, 28, 51, 72, 89, 98, 120, 127, 133, 139, 156, 164]","['2020-06-29', '2020-07-13', '2020-07-23']","['2019-11-29', '2019-12-12', '2019-12-23', '2020-01-28', '2020-02-27', '2020-03-23', '2020-04-03', '2020-05-06', '2020-05-15', '2020-05-26', '2020-06-03', '2020-06-26', '2020-07-09']","[1.7666666666666666, 1.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.6666666666666666, 0.3333333333333333, 0.0]","[1.6153846153846156, 0.0, 0.46153846153846156, 0.07692307692307693, 0.3076923076923077, 0.15384615384615385, 0.3076923076923077, 0.07692307692307693]",489,482
PIC,2020/6/22,2020/6/11,"[5, 14, 18]",[15],"['2020-06-29', '2020-07-13', '2020-07-17']",['2020-07-02'],"[1.6666666666666667, 1.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.3333333333333333]","[2.0999999999999996, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]",10,16
PII,2020/6/5,2020/7/9,"[7, 12, 20, 27, 36]","[7, 12]","['2020-06-16', '2020-06-23', '2020-07-06', '2020-07-15', '2020-07-28']","['2020-07-20', '2020-07-27']","[1.8599999999999999, 1.0, 0.6, 0.2, 0.2, 0.0, 0.4, 0.0]","[2.3, 1.0, 0.5, 0.0, 0.5, 0.0, 0.5, 0.0]",704,725
PIM,2020/5/8,2020/6/29,"[24, 46]","[10, 15]","['2020-06-12', '2020-07-15']","['2020-07-14', '2020-07-21']","[1.4500000000000002, 1.0, 0.5, 0.0, 0.0, 0.5, 0.5, 0.0]","[1.5, 1.0, 0.5, 1.0, 0.0, 0.0, 0.0, 0.0]",353,390
PINE,2020/3/25,2020/4/21,"[13, 24, 49, 60, 77, 83]","[10, 17, 21, 36, 47, 55, 66]","['2020-04-14', '2020-04-29', '2020-06-04', '2020-06-19', '2020-07-15', '2020-07-23']","['2020-05-05', '2020-05-14', '2020-05-20', '2020-06-11', '2020-06-26', '2020-07-09', '2020-07-24']","[1.7833333333333332, 0.6666666666666666, 0.3333333333333333, 0.16666666666666666, 0.3333333333333333, 0.16666666666666666, 0.3333333333333333, 0.16666666666666666]","[1.357142857142857, 0.7142857142857143, 0.42857142857142855, 0.2857142857142857, 0.14285714285714285, 0.0, 0.14285714285714285, 0.14285714285714285]",12,18
PING,2020/6/19,2020/6/25,"[15, 21]","[7, 12, 20]","['2020-07-13', '2020-07-21']","['2020-07-07', '2020-07-14', '2020-07-24']","[2.75, 1.0, 1.0, 0.5, 0.5, 0.0, 0.0, 0.0]","[1.8333333333333333, 1.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.3333333333333333, 0.0]",18,22
PINS,2020/6/19,2020/5/14,"[13, 21]","[21, 31, 41, 49]","['2020-07-09', '2020-07-21']","['2020-06-15', '2020-06-29', '2020-07-14', '2020-07-24']","[2.05, 1.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.5]","[1.45, 0.75, 0.25, 0.0, 0.5, 0.0, 0.0, 0.0]",33,31
PIPR,2020/4/20,2020/7/9,"[7, 16, 35, 51, 60]","[7, 12]","['2020-04-29', '2020-05-12', '2020-06-09', '2020-07-01', '2020-07-15']","['2020-07-20', '2020-07-27']","[2.02, 1.0, 0.4, 0.4, 0.4, 0.2, 0.2, 0.0]","[2.3, 1.0, 0.5, 0.0, 0.5, 0.0, 0.5, 0.0]",23,22
PJH,2020/6/16,2020/7/14,[24],[7],['2020-07-21'],['2020-07-23'],"[2.7, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",159,162
PJT,2020/5/28,2020/5/14,"[6, 13, 24, 42]","[14, 21, 30, 38]","['2020-06-05', '2020-06-16', '2020-07-01', '2020-07-28']","['2020-06-04', '2020-06-15', '2020-06-26', '2020-07-09']","[2.05, 1.0, 0.75, 0.0, 0.25, 0.25, 0.25, 0.25]","[1.975, 1.0, 0.5, 0.25, 0.5, 0.0, 0.0, 0.0]",109,108
PK,2020/7/1,2020/5/29,"[9, 15]","[9, 21, 27, 35]","['2020-07-15', '2020-07-23']","['2020-06-11', '2020-06-29', '2020-07-08', '2020-07-20']","[1.75, 1.0, 1.0, 0.5, 0.0, 0.0, 0.0, 0.0]","[2.275, 1.0, 0.75, 0.25, 0.5, 0.0, 0.0, 0.0]",79,81
PKE,2020/1/28,2020/7/9,"[7, 15, 49, 63, 72, 84, 90, 110, 117, 121]",[7],"['2020-02-06', '2020-02-19', '2020-04-07', '2020-04-28', '2020-05-11', '2020-05-28', '2020-06-05', '2020-07-06', '2020-07-15', '2020-07-21']",['2020-07-20'],"[1.96, 0.0, 0.6, 0.3, 0.4, 0.1, 0.2, 0.0]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",739,750
PKG,2020/6/5,2020/6/25,"[7, 12, 20, 28, 33]",[9],"['2020-06-16', '2020-06-23', '2020-07-06', '2020-07-16', '2020-07-23']",['2020-07-09'],"[1.82, 1.0, 0.4, 0.2, 0.4, 0.0, 0.2, 0.0]","[1.4, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",479,486
PKI,2020/5/6,2020/5/14,"[21, 33]","[21, 30, 49]","['2020-06-05', '2020-06-23']","['2020-06-15', '2020-06-26', '2020-07-24']","[2.4, 1.0, 1.0, 0.0, 0.5, 0.0, 0.0, 0.0]","[2.5, 0.6666666666666666, 0.6666666666666666, 0.3333333333333333, 0.6666666666666666, 0.0, 0.0, 0.0]",957,915
PKO,2020/3/30,2019/10/10,"[8, 22, 48, 60, 70, 79]","[13, 27, 36, 45, 49, 69, 73, 85, 96, 105, 110, 121, 132, 140, 149, 168, 190]","['2020-04-09', '2020-04-30', '2020-06-08', '2020-06-24', '2020-07-09', '2020-07-22']","['2019-10-29', '2019-11-18', '2019-12-02', '2019-12-13', '2019-12-19', '2020-01-21', '2020-01-27', '2020-02-12', '2020-02-28', '2020-03-12', '2020-03-19', '2020-04-03', '2020-04-21', '2020-05-01', '2020-05-14', '2020-06-11', '2020-07-14']","[1.5333333333333332, 0.6666666666666666, 0.3333333333333333, 0.3333333333333333, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 0.0]","[1.5941176470588234, 0.058823529411764705, 0.47058823529411764, 0.35294117647058826, 0.23529411764705882, 0.11764705882352941, 0.23529411764705882, 0.058823529411764705]",272,253
PKX,2020/4/29,2020/6/30,"[7, 15, 26, 48, 53]",[7],"['2020-05-08', '2020-05-20', '2020-06-05', '2020-07-08', '2020-07-15']",['2020-07-10'],"[1.48, 1.0, 0.4, 0.2, 0.2, 0.2, 0.2, 0.0]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",586,572
