ticker,peak_cycle_date,bot_cycle_date,peak_pattern,bot_pattern,peak_date,bot_date,peak_hit,bot_hit,all_peak_count,all_bot_count
BGX,2020/7/6,2020/4/21,[7],"[10, 18, 36, 48, 56, 65]",['2020-07-15'],"['2020-05-05', '2020-05-15', '2020-06-11', '2020-06-29', '2020-07-10', '2020-07-23']","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[1.7666666666666666, 0.8333333333333334, 0.5, 0.3333333333333333, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 0.0]",180,206
BGY,2020/4/20,2020/6/15,"[7, 12, 16, 45, 53, 64]","[9, 20, 28]","['2020-04-29', '2020-05-06', '2020-05-12', '2020-06-23', '2020-07-06', '2020-07-21']","['2020-06-26', '2020-07-14', '2020-07-24']","[1.3166666666666669, 1.0, 0.3333333333333333, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.16666666666666666, 0.0]","[1.5, 1.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.0]",243,275
BH-A,2020/6/19,2020/6/22,"[5, 17, 21]","[7, 14, 24]","['2020-06-26', '2020-07-15', '2020-07-21']","['2020-07-01', '2020-07-13', '2020-07-27']","[1.6666666666666667, 1.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.3333333333333333]","[2.3666666666666667, 1.0, 0.3333333333333333, 0.0, 0.6666666666666666, 0.3333333333333333, 0.3333333333333333, 0.0]",47,51
BH,2020/3/25,2020/6/26,"[24, 40, 51, 58, 70, 81]","[10, 21]","['2020-04-29', '2020-05-21', '2020-06-08', '2020-06-17', '2020-07-06', '2020-07-21']","['2020-07-13', '2020-07-28']","[1.6, 0.8333333333333334, 0.5, 0.3333333333333333, 0.16666666666666666, 0.3333333333333333, 0.16666666666666666, 0.0]","[2.15, 1.0, 0.5, 0.5, 0.5, 0.0, 0.0, 0.0]",607,596
BHC,2020/7/15,2019/12/3,[9],"[11, 27, 36, 40, 52, 60, 72, 84, 95, 107, 112, 133, 144, 150, 161]",['2020-07-28'],"['2019-12-18', '2020-01-13', '2020-01-27', '2020-01-31', '2020-02-19', '2020-03-02', '2020-03-18', '2020-04-03', '2020-04-21', '2020-05-07', '2020-05-14', '2020-06-15', '2020-06-30', '2020-07-09', '2020-07-24']","[1.4, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.7333333333333332, 0.2, 0.4666666666666667, 0.26666666666666666, 0.26666666666666666, 0.26666666666666666, 0.3333333333333333, 0.0]",593,602
BHE,2019/3/4,2019/9/3,"[13, 32, 36, 83, 92, 105, 110, 120, 138, 144, 151, 161, 168, 172, 182, 189, 194, 198, 204, 224, 240, 248, 252, 271, 281, 292, 300, 311, 319, 325, 330, 336, 347]","[13, 21, 58, 64, 70, 75, 87, 105, 110, 115, 119, 123, 136, 147, 159, 170, 175, 182, 186, 197, 205, 214, 225]","['2019-03-21', '2019-04-17', '2019-04-24', '2019-07-01', '2019-07-15', '2019-08-01', '2019-08-08', '2019-08-22', '2019-09-18', '2019-09-26', '2019-10-07', '2019-10-21', '2019-10-30', '2019-11-05', '2019-11-19', '2019-11-29', '2019-12-06', '2019-12-12', '2019-12-20', '2020-01-22', '2020-02-13', '2020-02-26', '2020-03-03', '2020-03-30', '2020-04-14', '2020-04-29', '2020-05-11', '2020-05-27', '2020-06-08', '2020-06-16', '2020-06-23', '2020-07-01', '2020-07-17']","['2019-09-20', '2019-10-02', '2019-11-22', '2019-12-03', '2019-12-11', '2019-12-18', '2020-01-07', '2020-02-03', '2020-02-10', '2020-02-18', '2020-02-24', '2020-02-28', '2020-03-18', '2020-04-02', '2020-04-21', '2020-05-06', '2020-05-13', '2020-05-22', '2020-05-29', '2020-06-15', '2020-06-25', '2020-07-09', '2020-07-24']","[1.515151515151515, 0.06060606060606061, 0.42424242424242425, 0.21212121212121213, 0.24242424242424243, 0.24242424242424243, 0.2727272727272727, 0.030303030303030304]","[1.4260869565217393, 0.13043478260869565, 0.391304347826087, 0.391304347826087, 0.30434782608695654, 0.08695652173913043, 0.0, 0.043478260869565216]",646,666
BHK,2020/5/1,2020/6/15,"[7, 14, 22, 29, 39, 45, 49]","[12, 20]","['2020-05-12', '2020-05-21', '2020-06-03', '2020-06-12', '2020-06-26', '2020-07-07', '2020-07-13']","['2020-07-01', '2020-07-14']","[1.4714285714285713, 0.8571428571428571, 0.2857142857142857, 0.14285714285714285, 0.42857142857142855, 0.0, 0.0, 0.0]","[1.65, 1.0, 0.5, 0.5, 0.0, 0.0, 0.5, 0.0]",366,371
BHLB,2020/6/16,2020/7/9,"[11, 21, 27]",[7],"['2020-07-01', '2020-07-16', '2020-07-24']",['2020-07-20'],"[1.6666666666666665, 1.0, 0.6666666666666666, 0.0, 0.3333333333333333, 0.0, 0.0, 0.0]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",430,464
BHP,2019/9/27,2020/6/19,"[10, 21, 27, 37, 43, 55, 63, 70, 77, 89, 94, 108, 117, 123, 136, 147, 154, 176, 180, 185, 203, 208]",[24],"['2019-10-11', '2019-10-28', '2019-11-05', '2019-11-19', '2019-11-27', '2019-12-16', '2019-12-27', '2020-01-08', '2020-01-17', '2020-02-05', '2020-02-12', '2020-03-04', '2020-03-17', '2020-03-25', '2020-04-14', '2020-04-29', '2020-05-08', '2020-06-10', '2020-06-16', '2020-06-23', '2020-07-20', '2020-07-27']",['2020-07-24'],"[1.4363636363636363, 0.13636363636363635, 0.36363636363636365, 0.22727272727272727, 0.3181818181818182, 0.13636363636363635, 0.09090909090909091, 0.09090909090909091]","[2.7, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0]",783,792
BHR,2020/6/16,2020/7/10,"[12, 21]",[12],"['2020-07-02', '2020-07-16']",['2020-07-28'],"[2.9, 1.0, 1.0, 0.0, 0.5, 0.0, 0.5, 0.0]","[2.4, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",164,159
BHV,2020/7/2,2020/3/18,[7],"[12, 30, 42, 56, 69, 75, 85]",['2020-07-14'],"['2020-04-03', '2020-04-30', '2020-05-18', '2020-06-08', '2020-06-25', '2020-07-06', '2020-07-20']","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[2.0285714285714285, 0.5714285714285714, 0.7142857142857143, 0.42857142857142855, 0.2857142857142857, 0.14285714285714285, 0.14285714285714285, 0.0]",391,415
BHVN,2020/4/28,2020/3/17,"[5, 10, 19, 28, 36, 45, 49, 54, 60]","[13, 21, 32, 41, 60, 72, 82]","['2020-05-05', '2020-05-12', '2020-05-26', '2020-06-08', '2020-06-18', '2020-07-01', '2020-07-08', '2020-07-15', '2020-07-23']","['2020-04-03', '2020-04-16', '2020-05-01', '2020-05-14', '2020-06-11', '2020-06-29', '2020-07-14']","[1.5666666666666667, 0.0, 0.4444444444444444, 0.4444444444444444, 0.2222222222222222, 0.0, 0.2222222222222222, 0.1111111111111111]","[1.514285714285714, 0.8571428571428571, 0.42857142857142855, 0.14285714285714285, 0.14285714285714285, 0.2857142857142857, 0.2857142857142857, 0.14285714285714285]",82,79
BIF,2020/6/16,2020/5/14,[24],"[21, 28, 38, 51]",['2020-07-21'],"['2020-06-15', '2020-06-24', '2020-07-09', '2020-07-28']","[2.7, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0]","[1.8, 1.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0]",527,533
BIG,2020/4/29,2020/6/12,"[21, 34, 41, 49, 60]","[6, 16, 24]","['2020-05-29', '2020-06-17', '2020-06-26', '2020-07-09', '2020-07-24']","['2020-06-22', '2020-07-07', '2020-07-17']","[1.8800000000000001, 0.8, 0.4, 0.2, 0.4, 0.0, 0.2, 0.2]","[1.5333333333333332, 1.0, 0.6666666666666666, 0.0, 0.0, 0.6666666666666666, 0.3333333333333333, 0.0]",730,729
BILL,2020/7/1,2020/5/27,"[6, 12]","[9, 20, 28, 33, 42]","['2020-07-10', '2020-07-20']","['2020-06-09', '2020-06-24', '2020-07-07', '2020-07-14', '2020-07-27']","[1.9, 1.0, 1.0, 0.0, 0.0, 0.0, 0.5, 0.0]","[1.8599999999999999, 1.0, 0.6, 0.2, 0.4, 0.0, 0.0, 0.0]",11,16
BIO-B,2020/6/10,2020/3/12,[24],"[7, 15]",['2020-07-15'],"['2020-03-23', '2020-04-02']","[2.7, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0]","[2.15, 1.0, 0.5, 0.5, 0.5, 0.0, 0.0, 0.0]",211,204
BIO,2020/6/23,2020/5/14,[21],"[5, 16, 21, 29, 49]",['2020-07-23'],"['2020-05-21', '2020-06-08', '2020-06-15', '2020-06-25', '2020-07-24']","[3.4, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[1.5000000000000002, 0.8, 0.2, 0.2, 0.4, 0.2, 0.0, 0.2]",771,805
BIP,2020/6/19,2020/6/29,"[9, 21]",[7],"['2020-07-02', '2020-07-21']",['2020-07-09'],"[2.4, 1.0, 1.0, 0.0, 0.5, 0.0, 0.0, 0.0]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",311,310
BIPC,2020/5/20,2020/5/14,"[12, 21, 32, 42]","[10, 21, 31, 39]","['2020-06-08', '2020-06-19', '2020-07-07', '2020-07-21']","['2020-05-29', '2020-06-15', '2020-06-29', '2020-07-10']","[2.425, 1.0, 0.75, 0.0, 0.5, 0.25, 0.25, 0.0]","[1.475, 1.0, 0.5, 0.25, 0.25, 0.0, 0.0, 0.0]",7,6
BIT,2020/3/31,2020/5/15,"[7, 56, 78]","[20, 30, 48]","['2020-04-09', '2020-06-19', '2020-07-22']","['2020-06-15', '2020-06-29', '2020-07-24']","[1.9, 0.3333333333333333, 0.3333333333333333, 0.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0]","[1.9, 1.0, 0.6666666666666666, 0.6666666666666666, 0.0, 0.3333333333333333, 0.3333333333333333, 0.0]",152,154
BITA,2020/4/14,2020/4/3,"[11, 45, 55, 60]","[21, 29]","['2020-04-29', '2020-06-17', '2020-07-01', '2020-07-09']","['2020-05-05', '2020-05-15']","[1.65, 0.75, 0.5, 0.75, 0.0, 0.0, 0.25, 0.25]","[1.8, 1.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0]",225,223
BJ,2020/5/22,2020/5/15,"[12, 21, 28, 36, 42]","[9, 14, 20, 30, 35]","['2020-06-10', '2020-06-23', '2020-07-02', '2020-07-15', '2020-07-23']","['2020-05-29', '2020-06-05', '2020-06-15', '2020-06-29', '2020-07-07']","[2.76, 1.0, 0.8, 0.0, 0.6, 0.0, 0.4, 0.0]","[1.9, 1.0, 0.4, 0.6, 0.4, 0.0, 0.0, 0.0]",50,49
BK,2020/7/6,2020/7/9,[14],[12],['2020-07-24'],['2020-07-27'],"[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[2.4, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",888,891
BKD,2020/5/27,2020/7/9,"[7, 14, 27, 42]",[7],"['2020-06-05', '2020-06-16', '2020-07-06', '2020-07-27']",['2020-07-20'],"[2.3, 1.0, 0.5, 0.0, 0.75, 0.0, 0.0, 0.0]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",319,333
BKE,2019/1/9,2020/5/14,"[7, 11, 18, 23, 28, 35, 48, 56, 60, 69, 75, 81, 88, 113, 119, 128, 135, 145, 157, 162, 170, 179, 183, 191, 199, 203, 210, 217, 223, 238, 245, 251, 255, 260, 265, 271, 275, 288, 304, 315, 320, 328, 336, 345, 354, 361, 377, 381]","[6, 10, 21, 30, 41, 45, 50]","['2019-01-18', '2019-01-25', '2019-02-05', '2019-02-12', '2019-02-20', '2019-03-01', '2019-03-20', '2019-04-01', '2019-04-05', '2019-04-18', '2019-04-29', '2019-05-07', '2019-05-16', '2019-06-21', '2019-07-01', '2019-07-15', '2019-07-24', '2019-08-07', '2019-08-23', '2019-08-30', '2019-09-12', '2019-09-25', '2019-10-01', '2019-10-11', '2019-10-23', '2019-10-29', '2019-11-07', '2019-11-18', '2019-11-26', '2019-12-18', '2019-12-30', '2020-01-08', '2020-01-14', '2020-01-22', '2020-01-29', '2020-02-06', '2020-02-12', '2020-03-03', '2020-03-25', '2020-04-09', '2020-04-17', '2020-04-29', '2020-05-11', '2020-05-22', '2020-06-05', '2020-06-16', '2020-07-09', '2020-07-15']","['2020-05-22', '2020-05-29', '2020-06-15', '2020-06-26', '2020-07-14', '2020-07-20', '2020-07-27']","[1.3395833333333331, 0.22916666666666666, 0.3541666666666667, 0.3125, 0.25, 0.1875, 0.08333333333333333, 0.020833333333333332]","[1.5714285714285712, 1.0, 0.5714285714285714, 0.5714285714285714, 0.14285714285714285, 0.0, 0.0, 0.0]",581,575
BKH,2020/7/6,2020/7/9,"[7, 14]",[7],"['2020-07-15', '2020-07-24']",['2020-07-20'],"[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",797,776
BKI,2020/5/19,2020/6/15,"[9, 15, 21, 27]","[7, 15, 20]","['2020-06-02', '2020-06-10', '2020-06-18', '2020-06-26']","['2020-06-24', '2020-07-07', '2020-07-14']","[2.075, 1.0, 1.0, 0.25, 0.25, 0.0, 0.0, 0.0]","[1.7333333333333334, 1.0, 0.3333333333333333, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0, 0.0]",126,128
BKK,2020/3/30,2020/4/30,"[8, 21, 30, 49]",[21],"['2020-04-09', '2020-04-29', '2020-05-12', '2020-06-09']",['2020-06-01'],"[2.0, 0.75, 0.5, 0.25, 0.5, 0.25, 0.0, 0.0]","[3.4, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]",336,327
BKN,2020/4/9,2020/4/3,"[5, 21, 42, 47, 53, 64]","[15, 28, 37, 49, 60, 69]","['2020-04-17', '2020-05-11', '2020-06-10', '2020-06-17', '2020-06-25', '2020-07-13']","['2020-04-27', '2020-05-14', '2020-05-28', '2020-06-15', '2020-06-30', '2020-07-14']","[1.5166666666666666, 1.0, 0.3333333333333333, 0.16666666666666666, 0.3333333333333333, 0.16666666666666666, 0.0, 0.16666666666666666]","[1.7666666666666666, 0.5, 0.5, 0.3333333333333333, 0.3333333333333333, 0.0, 0.16666666666666666, 0.0]",413,417
BKR,2020/7/15,2020/5/14,[7],"[21, 28, 39, 45]",['2020-07-24'],"['2020-06-15', '2020-06-24', '2020-07-10', '2020-07-20']","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[2.275, 1.0, 0.75, 0.25, 0.5, 0.0, 0.0, 0.0]",733,710
BKT,2020/6/22,2020/6/15,[7],"[21, 30]",['2020-07-01'],"['2020-07-15', '2020-07-28']","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[2.75, 1.0, 1.0, 0.5, 0.5, 0.0, 0.0, 0.0]",359,409
BKU,2020/4/28,2020/6/26,"[21, 28, 36, 55]","[8, 15, 21]","['2020-05-28', '2020-06-08', '2020-06-18', '2020-07-16']","['2020-07-09', '2020-07-20', '2020-07-28']","[2.3, 0.75, 0.5, 0.25, 0.5, 0.0, 0.25, 0.25]","[2.0, 1.0, 0.6666666666666666, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0]",216,217
BLD,2020/7/17,2019/12/3,[7],"[12, 18, 26, 36, 42, 48, 59, 72, 84, 92, 104, 112, 123, 133, 143, 153, 159]",['2020-07-28'],"['2019-12-19', '2019-12-30', '2020-01-10', '2020-01-27', '2020-02-04', '2020-02-12', '2020-02-28', '2020-03-18', '2020-04-03', '2020-04-16', '2020-05-04', '2020-05-14', '2020-06-01', '2020-06-15', '2020-06-29', '2020-07-14', '2020-07-22']","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[1.5764705882352943, 0.17647058823529413, 0.5882352941176471, 0.0, 0.23529411764705882, 0.23529411764705882, 0.29411764705882354, 0.0]",120,121
BLE,2020/6/3,2020/2/13,[24],"[10, 19, 24, 35, 51, 63, 113]",['2020-07-08'],"['2020-02-28', '2020-03-12', '2020-03-19', '2020-04-03', '2020-04-28', '2020-05-14', '2020-07-27']","[2.7, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0]","[1.614285714285714, 0.7142857142857143, 0.42857142857142855, 0.2857142857142857, 0.2857142857142857, 0.14285714285714285, 0.14285714285714285, 0.0]",342,355
BLK,2020/5/18,2019/6/17,"[7, 16, 23, 33, 42]","[7, 15, 24, 42, 49, 55, 70, 76, 96, 105, 111, 118, 133, 137, 154, 177, 190, 200, 209, 222, 228, 240, 251, 260, 268]","['2020-05-28', '2020-06-10', '2020-06-19', '2020-07-06', '2020-07-17']","['2019-06-26', '2019-07-09', '2019-07-22', '2019-08-15', '2019-08-26', '2019-09-04', '2019-09-25', '2019-10-03', '2019-10-31', '2019-11-13', '2019-11-21', '2019-12-03', '2019-12-24', '2019-12-31', '2020-01-27', '2020-02-28', '2020-03-18', '2020-04-01', '2020-04-15', '2020-05-04', '2020-05-12', '2020-05-29', '2020-06-15', '2020-06-26', '2020-07-09']","[1.54, 1.0, 0.4, 0.0, 0.4, 0.2, 0.0, 0.0]","[1.5, 0.04, 0.4, 0.32, 0.28, 0.16, 0.16, 0.04]",498,496
BLL,2020/5/6,2020/6/25,"[9, 21, 33, 48, 56]","[9, 14]","['2020-05-19', '2020-06-05', '2020-06-23', '2020-07-15', '2020-07-27']","['2020-07-09', '2020-07-16']","[2.24, 0.8, 0.8, 0.0, 0.4, 0.4, 0.2, 0.0]","[1.8, 1.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0]",925,906
BLW,2020/6/5,2020/5/14,[21],"[21, 31]",['2020-07-07'],"['2020-06-15', '2020-06-29']","[3.4, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[1.8, 1.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0]",361,373
BLX,2020/5/28,2020/7/9,"[7, 13, 33, 42]",[12],"['2020-06-08', '2020-06-16', '2020-07-15', '2020-07-28']",['2020-07-27'],"[1.925, 1.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.25]","[2.4, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",595,591
BMA,2020/7/6,2020/7/2,"[5, 15]",[12],"['2020-07-13', '2020-07-27']",['2020-07-21'],"[1.75, 1.0, 0.5, 1.0, 0.0, 0.0, 0.0, 0.5]","[2.4, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",317,323
BME,2020/5/18,2020/4/2,"[12, 37, 42]","[12, 20, 29, 34, 50, 60, 70, 78]","['2020-06-04', '2020-07-10', '2020-07-17']","['2020-04-21', '2020-05-01', '2020-05-14', '2020-05-21', '2020-06-15', '2020-06-29', '2020-07-14', '2020-07-24']","[1.9333333333333331, 0.6666666666666666, 0.6666666666666666, 0.0, 0.3333333333333333, 0.0, 0.3333333333333333, 0.0]","[1.5125, 0.75, 0.375, 0.5, 0.125, 0.0, 0.25, 0.125]",351,353
BMEZ,2020/6/5,2020/5/14,"[12, 30]","[8, 21, 30, 47]","['2020-06-23', '2020-07-20']","['2020-05-27', '2020-06-15', '2020-06-26', '2020-07-22']","[2.25, 1.0, 1.0, 0.5, 0.0, 0.0, 0.5, 0.0]","[1.55, 1.0, 0.5, 0.25, 0.25, 0.25, 0.0, 0.0]",9,10
BMI,2020/5/26,2020/4/15,"[8, 15, 28, 35, 41]","[13, 21, 31, 42, 50, 60, 64]","['2020-06-05', '2020-06-16', '2020-07-06', '2020-07-15', '2020-07-23']","['2020-05-04', '2020-05-14', '2020-05-29', '2020-06-15', '2020-06-25', '2020-07-10', '2020-07-16']","[1.58, 1.0, 0.2, 0.4, 0.4, 0.2, 0.0, 0.0]","[1.7428571428571427, 1.0, 0.42857142857142855, 0.2857142857142857, 0.2857142857142857, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285]",820,789
BMO,2020/6/16,2020/7/9,"[13, 24]","[7, 12]","['2020-07-06', '2020-07-21']","['2020-07-20', '2020-07-27']","[1.7000000000000002, 1.0, 0.5, 0.0, 0.0, 0.5, 0.5, 0.5]","[2.3, 1.0, 0.5, 0.0, 0.5, 0.0, 0.5, 0.0]",540,549
BMRG,2020/6/25,2020/7/14,"[11, 17, 21]",[7],"['2020-07-13', '2020-07-21', '2020-07-27']",['2020-07-23'],"[1.2666666666666666, 1.0, 0.3333333333333333, 0.0, 0.3333333333333333, 0.0, 0.0, 0.0]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",4,4
BMY,2020/4/20,2020/1/31,"[6, 19, 29, 35, 45, 55, 63]","[19, 30, 35, 63, 80, 84, 93, 97, 102, 111, 122]","['2020-04-28', '2020-05-15', '2020-06-01', '2020-06-09', '2020-06-23', '2020-07-08', '2020-07-20']","['2020-02-28', '2020-03-16', '2020-03-23', '2020-05-01', '2020-05-27', '2020-06-02', '2020-06-15', '2020-06-19', '2020-06-26', '2020-07-10', '2020-07-27']","[1.5999999999999999, 0.7142857142857143, 0.42857142857142855, 0.42857142857142855, 0.2857142857142857, 0.0, 0.0, 0.14285714285714285]","[1.5272727272727271, 0.09090909090909091, 0.5454545454545454, 0.2727272727272727, 0.2727272727272727, 0.09090909090909091, 0.09090909090909091, 0.0]",1007,1029
BNED,2020/3/24,2019/10/3,"[12, 25, 45, 51, 62, 70, 75, 80]","[21, 28, 35, 43, 50, 56, 63, 69, 81, 117, 126, 140, 166, 175, 184, 195, 200]","['2020-04-09', '2020-04-29', '2020-05-28', '2020-06-05', '2020-06-22', '2020-07-02', '2020-07-10', '2020-07-17']","['2019-11-01', '2019-11-12', '2019-11-21', '2019-12-04', '2019-12-13', '2019-12-23', '2020-01-03', '2020-01-13', '2020-01-30', '2020-03-23', '2020-04-03', '2020-04-24', '2020-06-02', '2020-06-15', '2020-06-26', '2020-07-14', '2020-07-21']","[1.5750000000000002, 0.625, 0.5, 0.625, 0.125, 0.125, 0.125, 0.0]","[1.7352941176470589, 0.0, 0.4117647058823529, 0.35294117647058826, 0.47058823529411764, 0.17647058823529413, 0.0, 0.0]",109,108
BNS,2020/6/16,2020/7/9,"[12, 21]",[7],"['2020-07-02', '2020-07-16']",['2020-07-20'],"[2.9, 1.0, 1.0, 0.0, 0.5, 0.0, 0.5, 0.0]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",429,428
BNY,2020/6/19,2020/6/15,"[5, 15]","[10, 21]","['2020-06-26', '2020-07-13']","['2020-06-29', '2020-07-15']","[1.75, 1.0, 0.5, 1.0, 0.0, 0.0, 0.0, 0.5]","[2.15, 1.0, 0.5, 0.5, 0.5, 0.0, 0.0, 0.0]",367,364
BOE,2020/6/16,2020/5/14,"[5, 14, 24]","[21, 30, 41, 49]","['2020-06-23', '2020-07-07', '2020-07-21']","['2020-06-15', '2020-06-26', '2020-07-14', '2020-07-24']","[2.1, 1.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[1.925, 0.75, 0.5, 0.25, 0.5, 0.0, 0.0, 0.0]",302,317
BOH,2020/6/16,2020/7/9,"[5, 10, 21, 27]",[7],"['2020-06-23', '2020-06-30', '2020-07-16', '2020-07-24']",['2020-07-20'],"[1.775, 1.0, 0.5, 0.5, 0.25, 0.0, 0.0, 0.25]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",715,678
BOOT,2020/5/12,2020/6/25,"[6, 11, 18, 24, 35, 45, 50]","[12, 16, 21]","['2020-05-20', '2020-05-28', '2020-06-08', '2020-06-16', '2020-07-01', '2020-07-16', '2020-07-23']","['2020-07-14', '2020-07-20', '2020-07-27']","[1.6571428571428573, 1.0, 0.5714285714285714, 0.42857142857142855, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.0]","[2.1, 1.0, 0.6666666666666666, 0.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0]",128,139
BORR,2020/3/26,2020/2/10,"[8, 18, 24, 39, 50, 56, 82]","[26, 33, 50, 66, 77, 85, 105, 111]","['2020-04-07', '2020-04-22', '2020-04-30', '2020-05-21', '2020-06-08', '2020-06-16', '2020-07-23']","['2020-03-18', '2020-03-27', '2020-04-22', '2020-05-14', '2020-06-01', '2020-06-11', '2020-07-10', '2020-07-20']","[1.314285714285714, 0.7142857142857143, 0.42857142857142855, 0.14285714285714285, 0.14285714285714285, 0.42857142857142855, 0.14285714285714285, 0.0]","[1.4874999999999998, 0.625, 0.5, 0.375, 0.25, 0.0, 0.0, 0.0]",16,19
BOX,2020/6/29,2020/4/15,"[7, 15]","[12, 21, 42, 52, 65]","['2020-07-09', '2020-07-21']","['2020-05-01', '2020-05-14', '2020-06-15', '2020-06-29', '2020-07-17']","[2.15, 1.0, 0.5, 0.5, 0.5, 0.0, 0.0, 0.0]","[2.02, 0.8, 0.6, 0.2, 0.4, 0.0, 0.2, 0.0]",124,126
BP,2020/3/25,2020/6/26,"[6, 24, 28, 43, 51, 62, 70, 81]",[15],"['2020-04-02', '2020-04-29', '2020-05-05', '2020-05-27', '2020-06-08', '2020-06-23', '2020-07-06', '2020-07-21']",['2020-07-20'],"[1.5, 0.75, 0.5, 0.125, 0.25, 0.125, 0.125, 0.0]","[2.0999999999999996, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]",989,983
BPMP,2020/7/17,2020/5/14,[7],"[10, 21, 30, 40]",['2020-07-28'],"['2020-05-29', '2020-06-15', '2020-06-26', '2020-07-13']","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[1.9, 1.0, 0.5, 0.75, 0.25, 0.25, 0.0, 0.0]",61,64
BPT,2020/6/8,2020/6/3,[24],[28],['2020-07-13'],['2020-07-14'],"[2.7, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",577,638
BQH,2020/4/24,2020/6/30,"[14, 25, 32, 42, 52, 60]",[14],"['2020-05-14', '2020-06-01', '2020-06-10', '2020-06-24', '2020-07-09', '2020-07-21']",['2020-07-21'],"[1.6833333333333333, 0.8333333333333334, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.16666666666666666, 0.16666666666666666, 0.0]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",375,362
BR,2020/3/17,2020/6/25,"[7, 30, 39, 45, 56, 66, 76]","[12, 20]","['2020-03-26', '2020-04-29', '2020-05-12', '2020-05-20', '2020-06-05', '2020-06-19', '2020-07-06']","['2020-07-14', '2020-07-24']","[1.6428571428571428, 0.7142857142857143, 0.5714285714285714, 0.2857142857142857, 0.2857142857142857, 0.14285714285714285, 0.0, 0.0]","[1.65, 1.0, 0.5, 0.5, 0.0, 0.0, 0.5, 0.0]",276,308
