ticker,peak_cycle_date,bot_cycle_date,peak_pattern,bot_pattern,peak_date,bot_date,peak_hit,bot_hit,all_peak_count,all_bot_count,last_date,peak_difference,bot_difference,ATR_2,signal
PACD,2020/7/1,2020/6/11,"[6, 15, 20, 24]","[10, 36]","['2020-07-10', '2020-07-23', '2020-07-30', '2020-08-05']","['2020-06-25', '2020-08-03']","[1.7749999999999997, 1.0, 0.75, 0.5, 0.0, 0.25, 0.25, 0.0]","[1.65, 1.0, 0.5, 0.5, 0.0, 0.0, 0.5, 0.0]",37,30,2020/8/10,27,41,0.002082727,T
CIG,2020/6/22,2020/4/24,"[12, 21, 25]","[14, 35, 45]","['2020-07-09', '2020-07-22', '2020-07-28']","['2020-05-14', '2020-06-15', '2020-06-29']","[2.2333333333333334, 1.0, 0.6666666666666666, 0.3333333333333333, 0.3333333333333333, 0.0, 0.3333333333333333, 0.0]","[2.4, 1.0, 0.3333333333333333, 0.6666666666666666, 0.6666666666666666, 0.0, 0.0, 0.0]",32,34,2020/8/10,34,74,0.002083807,T
NID,2020/5/8,2020/4/3,"[15, 21, 33, 44]","[15, 28, 43, 60, 69]","['2020-06-01', '2020-06-09', '2020-06-25', '2020-07-13']","['2020-04-27', '2020-05-14', '2020-06-05', '2020-06-30', '2020-07-14']","[1.7249999999999999, 0.75, 0.75, 0.25, 0.25, 0.0, 0.0, 0.0]","[1.76, 0.8, 0.6, 0.4, 0.2, 0.0, 0.2, 0.0]",24,33,2020/8/10,64,88,0.002108306,T
AT,2020/2/20,2019/8/5,"[25, 35, 55, 62, 96, 105]","[24, 85, 120, 125, 129, 156, 168, 175, 179, 190, 195, 225, 234]","['2020-03-26', '2020-04-09', '2020-05-08', '2020-05-19', '2020-07-08', '2020-07-21']","['2019-09-09', '2019-12-04', '2020-01-27', '2020-02-03', '2020-02-07', '2020-03-18', '2020-04-03', '2020-04-15', '2020-04-21', '2020-05-06', '2020-05-13', '2020-06-25', '2020-07-09']","[1.9333333333333333, 0.5, 0.3333333333333333, 0.6666666666666666, 0.3333333333333333, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666]","[1.8307692307692307, 0.15384615384615385, 0.6153846153846154, 0.5384615384615384, 0.15384615384615385, 0.23076923076923078, 0.3076923076923077, 0.0]",24,20,2020/8/10,119,256,0.002138462,T
CXE,2020/7/15,2020/2/28,[14],"[14, 27, 40, 53, 84, 104]",['2020-08-04'],"['2020-03-19', '2020-04-07', '2020-04-27', '2020-05-14', '2020-06-29', '2020-07-28']","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[1.5833333333333335, 0.6666666666666666, 0.3333333333333333, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 0.16666666666666666, 0.0]",26,24,2020/8/10,18,113,0.002148651,T
VKQ,2020/5/7,2019/6/5,"[21, 34, 45]","[10, 30, 35, 48, 55, 102, 115, 125, 136, 144, 156, 177, 185, 199, 210, 225, 238, 253, 257]","['2020-06-08', '2020-06-25', '2020-07-13']","['2019-06-19', '2019-07-18', '2019-07-25', '2019-08-13', '2019-08-22', '2019-10-29', '2019-11-15', '2019-12-02', '2019-12-17', '2019-12-30', '2020-01-16', '2020-02-18', '2020-02-28', '2020-03-19', '2020-04-03', '2020-04-27', '2020-05-14', '2020-06-05', '2020-06-11']","[2.0666666666666664, 1.0, 0.6666666666666666, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.3333333333333333]","[1.4052631578947368, 0.10526315789473684, 0.42105263157894735, 0.47368421052631576, 0.15789473684210525, 0.15789473684210525, 0.15789473684210525, 0.05263157894736842]",25,25,2020/8/10,65,298,0.002156956,T
MSD,2020/4/9,2020/2/28,"[42, 58]","[9, 14, 25, 36, 40, 45, 53, 79, 84, 92]","['2020-06-10', '2020-07-02']","['2020-03-12', '2020-03-19', '2020-04-03', '2020-04-21', '2020-04-27', '2020-05-04', '2020-05-14', '2020-06-22', '2020-06-29', '2020-07-10']","[1.8, 1.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0]","[1.3199999999999998, 0.0, 0.4, 0.3, 0.2, 0.1, 0.2, 0.0]",22,32,2020/8/10,84,113,0.00215884,T
VGM,2019/4/3,2020/6/19,"[5, 16, 27, 42, 48, 60, 70, 85, 90, 105, 120, 134, 151, 161, 169, 175, 195, 216, 225, 233, 250, 260, 276, 294, 299, 303, 321]",[24],"['2019-04-10', '2019-04-26', '2019-05-13', '2019-06-04', '2019-06-12', '2019-06-28', '2019-07-15', '2019-08-05', '2019-08-12', '2019-09-03', '2019-09-24', '2019-10-14', '2019-11-06', '2019-11-20', '2019-12-03', '2019-12-11', '2020-01-10', '2020-02-11', '2020-02-25', '2020-03-06', '2020-03-31', '2020-04-15', '2020-05-07', '2020-06-03', '2020-06-10', '2020-06-16', '2020-07-13']",['2020-07-24'],"[1.696296296296296, 0.25925925925925924, 0.5185185185185185, 0.4444444444444444, 0.2222222222222222, 0.14814814814814814, 0.18518518518518517, 0.07407407407407407]","[2.7, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0]",32,34,2020/8/10,341,35,0.002162788,T
FTK,2019/10/28,2020/5/13,"[6, 39, 56, 63, 68, 73, 78, 102, 113, 126, 140, 146, 153, 168, 172, 184, 194]","[42, 54]","['2019-11-05', '2019-12-23', '2020-01-17', '2020-01-29', '2020-02-05', '2020-02-12', '2020-02-20', '2020-03-25', '2020-04-09', '2020-04-29', '2020-05-19', '2020-05-28', '2020-06-08', '2020-06-29', '2020-07-06', '2020-07-22', '2020-08-05']","['2020-07-14', '2020-07-30']","[1.3176470588235294, 0.058823529411764705, 0.47058823529411764, 0.058823529411764705, 0.29411764705882354, 0.17647058823529413, 0.058823529411764705, 0.0]","[2.4, 1.0, 1.0, 0.0, 0.5, 0.0, 0.0, 0.0]",36,26,2020/8/10,197,61,0.002182023,T
MFG,2020/5/28,2019/12/3,"[7, 14, 18, 26, 34, 42, 47]","[7, 16, 22, 30, 36, 40, 70, 84, 92, 107, 112, 124, 131, 150, 161]","['2020-06-08', '2020-06-17', '2020-06-23', '2020-07-06', '2020-07-16', '2020-07-28', '2020-08-04']","['2019-12-12', '2019-12-26', '2020-01-06', '2020-01-16', '2020-01-27', '2020-01-31', '2020-03-16', '2020-04-03', '2020-04-16', '2020-05-07', '2020-05-14', '2020-06-02', '2020-06-11', '2020-07-09', '2020-07-24']","[1.4714285714285713, 1.0, 0.2857142857142857, 0.0, 0.42857142857142855, 0.0, 0.0, 0.14285714285714285]","[1.38, 0.06666666666666667, 0.26666666666666666, 0.26666666666666666, 0.3333333333333333, 0.2, 0.13333333333333333, 0.0]",29,30,2020/8/10,51,172,0.002210444,T
IQI,2020/2/25,2020/4/3,"[7, 24, 34, 53, 78, 96]","[15, 28, 47, 54, 72]","['2020-03-05', '2020-03-30', '2020-04-14', '2020-05-11', '2020-06-16', '2020-07-13']","['2020-04-27', '2020-05-14', '2020-06-11', '2020-06-22', '2020-07-17']","[1.6166666666666665, 0.8333333333333334, 0.5, 0.0, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 0.16666666666666666]","[1.72, 1.0, 0.6, 0.2, 0.2, 0.2, 0.2, 0.0]",26,26,2020/8/10,116,88,0.002214948,T
DVD,2019/8/1,2020/6/19,"[21, 52, 96, 115, 126, 161, 171, 188, 197, 211, 220, 228, 240, 251]","[13, 24]","['2019-08-30', '2019-10-15', '2019-12-17', '2020-01-15', '2020-01-31', '2020-03-23', '2020-04-06', '2020-04-30', '2020-05-13', '2020-06-03', '2020-06-16', '2020-06-26', '2020-07-15', '2020-07-30']","['2020-07-09', '2020-07-24']","[1.3499999999999999, 0.0, 0.42857142857142855, 0.21428571428571427, 0.21428571428571427, 0.14285714285714285, 0.21428571428571427, 0.0]","[1.7000000000000002, 1.0, 0.5, 0.0, 0.0, 0.5, 0.5, 0.5]",25,22,2020/8/10,258,35,0.002230365,T
HCR,2020/5/18,2020/5/14,"[14, 20, 33]","[9, 21, 33, 48]","['2020-06-08', '2020-06-16', '2020-07-06']","['2020-05-28', '2020-06-15', '2020-07-01', '2020-07-23']","[1.5, 1.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.0]","[2.2249999999999996, 1.0, 1.0, 0.0, 0.25, 0.25, 0.25, 0.0]",30,29,2020/8/10,58,60,0.002242944,T
VMO,2020/6/2,2020/4/27,"[6, 10, 28]","[28, 39]","['2020-06-10', '2020-06-16', '2020-07-13']","['2020-06-05', '2020-06-22']","[1.5, 1.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.0]","[1.8, 1.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0]",28,27,2020/8/10,48,73,0.002260959,T
EFR,2020/6/16,2020/4/21,"[12, 20, 24]","[9, 18, 36, 49, 56, 65]","['2020-07-02', '2020-07-15', '2020-07-21']","['2020-05-04', '2020-05-15', '2020-06-11', '2020-06-30', '2020-07-10', '2020-07-23']","[2.0, 1.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.3333333333333333, 0.6666666666666666, 0.0]","[1.7333333333333334, 0.6666666666666666, 0.5, 0.16666666666666666, 0.3333333333333333, 0.16666666666666666, 0.16666666666666666, 0.0]",32,31,2020/8/10,38,77,0.002263804,T
AHC,2020/7/1,2020/6/26,[14],[24],['2020-07-22'],['2020-07-31'],"[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[2.7, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0]",32,34,2020/8/10,27,30,0.002270727,T
FRA,2020/6/16,2020/4/15,[12],"[4, 13, 21, 42, 52, 60]",['2020-07-02'],"['2020-04-21', '2020-05-04', '2020-05-14', '2020-06-15', '2020-06-29', '2020-07-10']","[2.4, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[1.7999999999999998, 0.8333333333333334, 0.5, 0.16666666666666666, 0.3333333333333333, 0.0, 0.16666666666666666, 0.16666666666666666]",29,30,2020/8/10,38,81,0.002288078,T
CBB,2020/6/5,2020/7/21,"[10, 27, 35]",[7],"['2020-06-19', '2020-07-15', '2020-07-27']",['2020-07-30'],"[1.7333333333333334, 1.0, 0.3333333333333333, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0, 0.0]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",34,34,2020/8/10,45,14,0.002292847,T
ANH,2020/6/9,2020/3/25,"[5, 19, 30, 36]","[7, 15, 27, 35, 46, 54, 63, 74, 91]","['2020-06-16', '2020-07-07', '2020-07-22', '2020-07-30']","['2020-04-03', '2020-04-16', '2020-05-04', '2020-05-14', '2020-06-01', '2020-06-11', '2020-06-24', '2020-07-10', '2020-08-04']","[1.525, 1.0, 0.5, 0.5, 0.0, 0.0, 0.25, 0.25]","[1.5777777777777777, 0.0, 0.4444444444444444, 0.2222222222222222, 0.4444444444444444, 0.0, 0.0, 0.0]",26,30,2020/8/10,43,95,0.002312393,T
UAN,2019/11/22,2020/6/30,"[9, 22, 26, 30, 45, 55, 84, 91, 96, 108, 125, 134, 140, 151, 162, 173]","[7, 24]","['2019-12-06', '2019-12-26', '2020-01-02', '2020-01-08', '2020-01-30', '2020-02-13', '2020-03-26', '2020-04-06', '2020-04-14', '2020-04-30', '2020-05-26', '2020-06-08', '2020-06-16', '2020-07-01', '2020-07-17', '2020-08-03']","['2020-07-10', '2020-08-04']","[1.38125, 0.125, 0.4375, 0.3125, 0.1875, 0.0625, 0.1875, 0.0625]","[2.45, 1.0, 0.5, 0.0, 0.5, 0.5, 0.5, 0.0]",32,32,2020/8/10,178,28,0.002313862,T
NE,2020/4/13,2020/6/25,"[9, 13, 39, 45, 61, 70]","[12, 24]","['2020-04-24', '2020-04-30', '2020-06-08', '2020-06-16', '2020-07-09', '2020-07-22']","['2020-07-14', '2020-07-30']","[1.4166666666666665, 0.8333333333333334, 0.5, 0.3333333333333333, 0.16666666666666666, 0.0, 0.0, 0.16666666666666666]","[2.55, 1.0, 1.0, 0.0, 0.0, 0.5, 1.0, 0.0]",36,34,2020/8/10,83,31,0.002313991,T
MUFG,2020/6/16,2020/6/11,"[13, 21, 30]","[14, 19, 30, 35]","['2020-07-06', '2020-07-16', '2020-07-29']","['2020-07-01', '2020-07-09', '2020-07-24', '2020-07-31']","[2.0666666666666664, 1.0, 0.6666666666666666, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.3333333333333333]","[1.85, 1.0, 0.25, 0.5, 0.5, 0.0, 0.0, 0.0]",30,37,2020/8/10,38,41,0.002333875,T
MCN,2019/1/18,2020/5/29,"[20, 29, 42, 49, 57, 72, 81, 105, 112, 122, 140, 148, 158, 165, 186, 209, 216, 228, 238, 250, 272, 282, 301, 310, 314, 322, 326, 339, 348, 367, 380]","[11, 21]","['2019-02-19', '2019-03-04', '2019-03-21', '2019-04-01', '2019-04-11', '2019-05-03', '2019-05-16', '2019-06-20', '2019-07-01', '2019-07-16', '2019-08-09', '2019-08-21', '2019-09-05', '2019-09-16', '2019-10-15', '2019-11-15', '2019-11-26', '2019-12-13', '2019-12-30', '2020-01-16', '2020-02-19', '2020-03-04', '2020-03-31', '2020-04-14', '2020-04-20', '2020-04-30', '2020-05-06', '2020-05-26', '2020-06-08', '2020-07-06', '2020-07-23']","['2020-06-15', '2020-06-29']","[1.3258064516129031, 0.0967741935483871, 0.3870967741935484, 0.22580645161290322, 0.25806451612903225, 0.12903225806451613, 0.12903225806451613, 0.0]","[1.8, 1.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0]",33,29,2020/8/10,392,50,0.002346157,T
MHN,2020/5/12,2020/5/14,"[24, 32, 42]","[21, 33]","['2020-06-16', '2020-06-26', '2020-07-13']","['2020-06-15', '2020-07-01']","[2.1999999999999997, 1.0, 0.6666666666666666, 0.0, 0.3333333333333333, 0.6666666666666666, 0.3333333333333333, 0.0]","[2.4, 1.0, 1.0, 0.0, 0.5, 0.0, 0.0, 0.0]",29,26,2020/8/10,62,60,0.002349774,T
MUE,2020/5/5,2020/2/4,"[22, 30, 56]","[7, 30, 42, 50, 57, 89, 99, 104, 112]","['2020-06-05', '2020-06-17', '2020-07-24']","['2020-02-13', '2020-03-18', '2020-04-03', '2020-04-16', '2020-04-27', '2020-06-11', '2020-06-25', '2020-07-02', '2020-07-15']","[1.5333333333333332, 0.6666666666666666, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0]","[1.4777777777777779, 0.0, 0.4444444444444444, 0.2222222222222222, 0.3333333333333333, 0.2222222222222222, 0.0, 0.1111111111111111]",27,25,2020/8/10,67,130,0.002354961,T
CXH,2020/4/13,2020/4/3,"[13, 21, 38]",[15],"['2020-04-30', '2020-05-12', '2020-06-05']",['2020-04-27'],"[1.4333333333333333, 1.0, 0.3333333333333333, 0.0, 0.3333333333333333, 0.0, 0.0, 0.3333333333333333]","[2.0999999999999996, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]",29,20,2020/8/10,83,88,0.002355874,T
MUC,2019/3/22,2020/3/18,"[14, 30, 35, 39, 44, 56, 63, 69, 80, 98, 135, 150, 160, 170, 182, 193, 201, 233, 255, 265, 308, 312]","[12, 28, 40, 78]","['2019-04-11', '2019-05-06', '2019-05-13', '2019-05-17', '2019-05-24', '2019-06-12', '2019-06-21', '2019-07-01', '2019-07-17', '2019-08-12', '2019-10-03', '2019-10-24', '2019-11-07', '2019-11-21', '2019-12-10', '2019-12-26', '2020-01-08', '2020-02-25', '2020-03-26', '2020-04-09', '2020-06-11', '2020-06-17']","['2020-04-03', '2020-04-28', '2020-05-14', '2020-07-09']","[1.5727272727272725, 0.18181818181818182, 0.4090909090909091, 0.4090909090909091, 0.3181818181818182, 0.18181818181818182, 0.045454545454545456, 0.045454545454545456]","[1.75, 0.75, 0.5, 0.25, 0.25, 0.25, 0.25, 0.0]",27,29,2020/8/10,349,100,0.002360328,T
MIE,2020/6/16,2020/6/15,"[24, 35]","[20, 24, 33]","['2020-07-21', '2020-08-05']","['2020-07-14', '2020-07-20', '2020-07-31']","[2.8, 1.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.0]","[1.6666666666666667, 1.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.3333333333333333, 0.3333333333333333, 0.0]",33,28,2020/8/10,38,39,0.002360642,T
GEN           ,2019/7/9,2020/6/24,"[16, 24, 30, 49, 75, 91, 107, 119, 123, 128, 135, 145, 150, 159, 165, 175, 192, 204, 222, 238, 251, 261]","[6, 21]","['2019-07-31', '2019-08-12', '2019-08-20', '2019-09-17', '2019-10-23', '2019-11-14', '2019-12-09', '2019-12-26', '2020-01-02', '2020-01-09', '2020-01-21', '2020-02-04', '2020-02-11', '2020-02-25', '2020-03-04', '2020-03-18', '2020-04-13', '2020-04-29', '2020-05-26', '2020-06-17', '2020-07-07', '2020-07-21']","['2020-07-02', '2020-07-24']","[1.5409090909090906, 0.09090909090909091, 0.5454545454545454, 0.3181818181818182, 0.22727272727272727, 0.18181818181818182, 0.13636363636363635, 0.0]","[2.4, 1.0, 1.0, 0.0, 0.5, 0.0, 0.0, 0.0]",32,30,2020/8/10,275,32,0.002362022,T
MHI,2020/4/13,2020/7/6,"[5, 19, 36, 45, 63, 72]",[15],"['2020-04-20', '2020-05-08', '2020-06-03', '2020-06-16', '2020-07-13', '2020-07-24']",['2020-07-27'],"[1.9999999999999998, 0.8333333333333334, 0.6666666666666666, 0.3333333333333333, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.16666666666666666]","[2.0999999999999996, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]",32,28,2020/8/10,83,25,0.002382404,T
AWP,2020/6/16,2020/2/28,"[12, 20]","[14, 25, 36, 53, 72, 81, 94, 98]","['2020-07-02', '2020-07-15']","['2020-03-19', '2020-04-03', '2020-04-21', '2020-05-14', '2020-06-11', '2020-06-24', '2020-07-14', '2020-07-20']","[1.65, 1.0, 0.5, 0.5, 0.0, 0.0, 0.5, 0.0]","[1.475, 0.75, 0.375, 0.125, 0.25, 0.125, 0.25, 0.0]",25,26,2020/8/10,38,113,0.002385343,T
GNT,2020/4/14,2020/7/16,"[12, 20, 33, 40, 49]",[12],"['2020-04-30', '2020-05-12', '2020-06-01', '2020-06-10', '2020-06-23']",['2020-08-03'],"[1.5799999999999998, 0.8, 0.4, 0.4, 0.2, 0.2, 0.2, 0.0]","[2.4, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",32,34,2020/8/10,82,17,0.002391004,T
TTI,2020/4/24,2020/6/19,"[7, 11, 30, 45, 49, 60]",[28],"['2020-05-05', '2020-05-11', '2020-06-08', '2020-06-29', '2020-07-06', '2020-07-21']",['2020-07-30'],"[1.95, 0.8333333333333334, 0.5, 0.5, 0.3333333333333333, 0.0, 0.16666666666666666, 0.0]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",38,32,2020/8/10,74,35,0.002424673,T
GRAM,2020/6/5,2020/6/24,"[5, 15, 28, 39]","[5, 13, 21]","['2020-06-12', '2020-06-26', '2020-07-16', '2020-07-31']","['2020-07-01', '2020-07-14', '2020-07-24']","[1.775, 1.0, 0.5, 0.5, 0.25, 0.0, 0.0, 0.25]","[1.8333333333333333, 1.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.6666666666666666]",36,31,2020/8/10,45,32,0.002436182,T
PMM,2020/7/20,2020/5/14,[12],"[19, 30, 35, 52]",['2020-08-05'],"['2020-06-11', '2020-06-26', '2020-07-06', '2020-07-29']","[2.4, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[1.3, 0.75, 0.25, 0.5, 0.25, 0.0, 0.0, 0.0]",29,27,2020/8/10,15,60,0.002463237,T
VTA,2019/8/2,2020/2/13,"[11, 28, 36, 60, 70, 84, 120, 138, 147, 163, 173, 186, 192, 212, 219, 232]","[10, 24, 35, 49, 55, 63, 84, 104]","['2019-08-19', '2019-09-12', '2019-09-24', '2019-10-28', '2019-11-11', '2019-12-02', '2020-01-24', '2020-02-20', '2020-03-04', '2020-03-26', '2020-04-09', '2020-04-29', '2020-05-07', '2020-06-05', '2020-06-16', '2020-07-06']","['2020-02-28', '2020-03-19', '2020-04-03', '2020-04-24', '2020-05-04', '2020-05-14', '2020-06-15', '2020-07-14']","[1.6874999999999998, 0.0625, 0.5625, 0.1875, 0.25, 0.1875, 0.3125, 0.0]","[2.175, 0.375, 0.375, 0.375, 0.5, 0.25, 0.25, 0.125]",28,29,2020/8/10,257,123,0.002469578,T
NMZ,2020/3/30,2020/4/3,"[10, 28, 49, 65, 72, 78]","[15, 28, 59, 70, 78]","['2020-04-14', '2020-05-08', '2020-06-09', '2020-07-01', '2020-07-13', '2020-07-21']","['2020-04-27', '2020-05-14', '2020-06-29', '2020-07-15', '2020-07-27']","[1.65, 0.6666666666666666, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.16666666666666666, 0.16666666666666666, 0.0]","[1.6400000000000001, 0.4, 0.4, 0.4, 0.4, 0.0, 0.0, 0.0]",29,27,2020/8/10,92,88,0.002473772,T
MMU,2020/4/13,2020/6/22,"[20, 36, 63]","[9, 15]","['2020-05-11', '2020-06-03', '2020-07-13']","['2020-07-06', '2020-07-14']","[2.1666666666666665, 0.6666666666666666, 0.6666666666666666, 0.3333333333333333, 0.3333333333333333, 0.0, 0.3333333333333333, 0.0]","[1.75, 1.0, 1.0, 0.5, 0.0, 0.0, 0.0, 0.0]",23,30,2020/8/10,83,34,0.002477997,T
XIN,2020/5/11,2020/5/6,"[7, 45]","[6, 12, 16, 21, 36, 50, 59]","['2020-05-20', '2020-07-15']","['2020-05-14', '2020-05-22', '2020-05-29', '2020-06-05', '2020-06-26', '2020-07-17', '2020-07-30']","[2.15, 1.0, 0.5, 0.5, 0.5, 0.0, 0.0, 0.0]","[1.5714285714285712, 0.8571428571428571, 0.5714285714285714, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.2857142857142857, 0.0]",26,35,2020/8/10,63,66,0.002478505,T
HIX,2020/6/5,2019/6/25,"[12, 32]","[12, 19, 23, 30, 36, 48, 69, 75, 84, 108, 112, 126, 148, 152, 171, 180, 185, 196, 207, 212, 216, 225, 245, 250]","['2020-06-23', '2020-07-22']","['2019-07-12', '2019-07-23', '2019-07-29', '2019-08-07', '2019-08-15', '2019-09-03', '2019-10-02', '2019-10-10', '2019-10-23', '2019-11-26', '2019-12-03', '2019-12-23', '2020-01-27', '2020-01-31', '2020-02-28', '2020-03-12', '2020-03-19', '2020-04-03', '2020-04-21', '2020-04-28', '2020-05-04', '2020-05-15', '2020-06-15', '2020-06-22']","[1.4500000000000002, 1.0, 0.5, 0.0, 0.0, 0.5, 0.5, 0.0]","[1.6958333333333335, 0.16666666666666666, 0.5833333333333334, 0.2916666666666667, 0.20833333333333334, 0.16666666666666666, 0.2916666666666667, 0.0]",28,33,2020/8/10,45,284,0.002479453,T
NKG,2020/7/28,2020/2/7,[5],"[14, 27, 39, 54, 68, 88, 120]",['2020-08-04'],"['2020-02-28', '2020-03-18', '2020-04-03', '2020-04-27', '2020-05-15', '2020-06-15', '2020-07-30']","[1.4, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]","[1.471428571428571, 0.8571428571428571, 0.5714285714285714, 0.14285714285714285, 0.14285714285714285, 0.2857142857142857, 0.14285714285714285, 0.0]",31,24,2020/8/10,9,127,0.002490203,T
LEE,2020/4/30,2020/7/15,"[19, 26, 35, 45]",[14],"['2020-05-28', '2020-06-08', '2020-06-19', '2020-07-06']",['2020-08-04'],"[1.35, 1.0, 0.25, 0.5, 0.25, 0.0, 0.0, 0.0]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",27,30,2020/8/10,70,18,0.002494467,T
VTN,2020/4/9,2020/1/27,"[5, 20, 35, 42, 47, 51]","[15, 24, 36, 48, 64, 76, 90, 107]","['2020-04-17', '2020-05-08', '2020-06-01', '2020-06-10', '2020-06-17', '2020-06-23']","['2020-02-18', '2020-03-02', '2020-03-18', '2020-04-03', '2020-04-28', '2020-05-14', '2020-06-04', '2020-06-29']","[1.7, 1.0, 0.3333333333333333, 0.5, 0.3333333333333333, 0.0, 0.0, 0.16666666666666666]","[1.6125, 1.0, 0.625, 0.25, 0.0, 0.375, 0.375, 0.0]",26,27,2020/8/10,84,136,0.002497749,T
MYD,2020/6/16,2020/1/17,"[18, 35]","[28, 37, 42, 53, 69, 81, 101, 112]","['2020-07-13', '2020-08-05']","['2020-02-28', '2020-03-12', '2020-03-19', '2020-04-03', '2020-04-28', '2020-05-14', '2020-06-12', '2020-06-29']","[2.15, 1.0, 0.5, 0.5, 0.5, 0.0, 0.0, 0.0]","[1.3625, 0.625, 0.375, 0.0, 0.375, 0.125, 0.0, 0.0]",27,28,2020/8/10,38,141,0.002507708,T
MCR,2020/7/6,2019/3/15,[5],"[24, 30, 42, 51, 70, 77, 84, 105, 122, 129, 139, 169, 177, 182, 192, 205, 210, 233, 241, 255, 273, 294, 315, 326, 335]",['2020-07-13'],"['2019-04-18', '2019-04-29', '2019-05-15', '2019-05-29', '2019-06-25', '2019-07-05', '2019-07-16', '2019-08-14', '2019-09-09', '2019-09-18', '2019-10-02', '2019-11-13', '2019-11-25', '2019-12-03', '2019-12-17', '2020-01-07', '2020-01-14', '2020-02-18', '2020-02-28', '2020-03-19', '2020-04-15', '2020-05-14', '2020-06-15', '2020-06-30', '2020-07-14']","[1.4, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]","[1.9000000000000004, 0.2, 0.56, 0.32, 0.4, 0.08, 0.12, 0.04]",32,29,2020/8/10,25,354,0.002524939,T
SWZ,2020/3/3,2020/4/15,"[20, 33, 39, 49, 77, 93]","[12, 21, 42, 50, 70, 75]","['2020-03-31', '2020-04-20', '2020-04-28', '2020-05-12', '2020-06-22', '2020-07-15']","['2020-05-01', '2020-05-14', '2020-06-15', '2020-06-25', '2020-07-24', '2020-07-31']","[1.5166666666666666, 0.6666666666666666, 0.5, 0.16666666666666666, 0.3333333333333333, 0.0, 0.0, 0.0]","[2.4499999999999997, 0.6666666666666666, 0.6666666666666666, 0.5, 0.5, 0.0, 0.16666666666666666, 0.0]",28,31,2020/8/10,111,81,0.002573426,T
BCX,2020/6/16,2020/5/14,"[5, 13, 24, 30]","[21, 30, 38, 55]","['2020-06-23', '2020-07-06', '2020-07-21', '2020-07-29']","['2020-06-15', '2020-06-26', '2020-07-09', '2020-08-03']","[1.7249999999999999, 1.0, 0.5, 0.5, 0.0, 0.25, 0.25, 0.5]","[1.725, 0.75, 0.5, 0.5, 0.25, 0.0, 0.0, 0.25]",27,29,2020/8/10,38,60,0.002604887,T
DSX,2020/7/20,2020/7/16,[12],[12],['2020-08-05'],['2020-08-03'],"[2.4, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[2.4, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",31,29,2020/8/10,15,17,0.00261294,T
JHB,2020/4/22,2020/6/29,"[5, 14, 21, 70]",[12],"['2020-04-29', '2020-05-12', '2020-05-21', '2020-07-31']",['2020-07-16'],"[2.425, 0.75, 0.25, 0.5, 0.75, 0.0, 0.0, 0.25]","[2.4, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",36,38,2020/8/10,76,29,0.002620876,T
