ticker,peak_cycle_date,bot_cycle_date,peak_pattern,bot_pattern,peak_date,bot_date,peak_hit,bot_hit,all_peak_count,all_bot_count,last_date,peak_difference,bot_difference,ATR_2,current_price,signal
AACG,2020-07-16,2020-01-17,[12],"[7, 24, 28, 64, 68, 83, 96, 105]",['2020-08-03'],"['2020-01-29', '2020-02-24', '2020-02-28', '2020-04-21', '2020-04-27', '2020-05-18', '2020-06-05', '2020-06-18']","[2.4, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[1.8, 0.75, 0.375, 0.125, 0.375, 0.375, 0.25, 0.0]",32,25,2020-08-10,17,141,0.005299946387670939,1.2100000381469729,T
AAL,2020-06-05,2020-07-23,"[7, 18, 27]",[7],"['2020-06-16', '2020-07-01', '2020-07-15']",['2020-08-03'],"[1.6666666666666665, 1.0, 0.6666666666666666, 0.0, 0.3333333333333333, 0.0, 0.0, 0.0]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",36,31,2020-08-10,45,12,0.03263004745498135,14.0,F
AAME,2019-09-12,2020-04-07,"[6, 21, 25, 37, 64, 70, 77, 84, 108, 133, 142, 167, 171, 175, 187, 192]","[14, 26, 30, 60, 82]","['2019-09-20', '2019-10-11', '2019-10-17', '2019-11-04', '2019-12-12', '2019-12-20', '2020-01-02', '2020-01-13', '2020-02-18', '2020-03-24', '2020-04-06', '2020-05-12', '2020-05-18', '2020-05-22', '2020-06-10', '2020-06-17']","['2020-04-28', '2020-05-14', '2020-05-20', '2020-07-02', '2020-08-04']","[1.58125, 0.125, 0.375, 0.1875, 0.375, 0.125, 0.1875, 0.0]","[1.5199999999999998, 0.8, 0.4, 0.4, 0.2, 0.0, 0.2, 0.0]",28,38,2020-08-10,229,86,0.004220283085709982,1.7699999809265137,T
AAOI,2020-05-07,2020-06-25,"[12, 21, 28, 43, 52, 60]","[12, 24]","['2020-05-26', '2020-06-08', '2020-06-17', '2020-07-09', '2020-07-22', '2020-08-03']","['2020-07-14', '2020-07-30']","[1.883333333333333, 0.8333333333333334, 0.5, 0.16666666666666666, 0.3333333333333333, 0.0, 0.3333333333333333, 0.0]","[2.55, 1.0, 1.0, 0.0, 0.0, 0.5, 1.0, 0.0]",38,37,2020-08-10,65,31,0.034238893751617684,13.81999969482422,F
AAON,2020-07-23,2020-06-26,[7],"[9, 21]",['2020-08-03'],"['2020-07-10', '2020-07-28']","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[2.4, 1.0, 1.0, 0.0, 0.5, 0.0, 0.0, 0.0]",43,37,2020-08-10,12,30,0.05172891407003983,59.45000076293945,F
AAPL,2020-05-12,2020-05-15,"[9, 20, 29, 42, 48]","[7, 20, 30, 40, 48]","['2020-05-26', '2020-06-10', '2020-06-23', '2020-07-13', '2020-07-21']","['2020-05-27', '2020-06-15', '2020-06-29', '2020-07-14', '2020-07-24']","[1.72, 1.0, 0.6, 0.2, 0.2, 0.2, 0.2, 0.0]","[1.82, 1.0, 0.4, 0.6, 0.2, 0.4, 0.2, 0.0]",33,34,2020-08-10,62,59,0.3652679165155841,450.9100036621094,F
AAWW,2020-06-05,2020-05-28,"[7, 12, 30]","[12, 21, 40]","['2020-06-16', '2020-06-23', '2020-07-20']","['2020-06-15', '2020-06-26', '2020-07-24']","[2.2333333333333334, 1.0, 0.6666666666666666, 0.3333333333333333, 0.3333333333333333, 0.0, 0.3333333333333333, 0.0]","[2.3333333333333335, 1.0, 0.6666666666666666, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0]",33,30,2020-08-10,45,51,0.06989593494999509,59.95000076293945,F
AAXJ,2020-05-20,2020-01-31,"[14, 23, 34, 42, 48, 53]","[5, 19, 35, 42, 55, 63, 72, 78, 93, 103, 115, 121, 126]","['2020-06-10', '2020-06-23', '2020-07-09', '2020-07-21', '2020-07-29', '2020-08-05']","['2020-02-07', '2020-02-28', '2020-03-23', '2020-04-01', '2020-04-21', '2020-05-01', '2020-05-14', '2020-05-22', '2020-06-15', '2020-06-29', '2020-07-16', '2020-07-24', '2020-07-31']","[1.5666666666666667, 1.0, 0.3333333333333333, 0.0, 0.3333333333333333, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666]","[1.5615384615384613, 0.0, 0.46153846153846156, 0.3076923076923077, 0.3076923076923077, 0.07692307692307693, 0.07692307692307693, 0.15384615384615385]",42,38,2020-08-10,56,132,0.029209177010142258,76.25,F
AAXN,2020-05-11,2020-06-11,"[15, 21, 25, 30, 38, 49]","[7, 22, 30, 35]","['2020-06-02', '2020-06-10', '2020-06-16', '2020-06-23', '2020-07-06', '2020-07-21']","['2020-06-22', '2020-07-14', '2020-07-24', '2020-07-31']","[1.7833333333333332, 0.8333333333333334, 0.5, 0.5, 0.3333333333333333, 0.0, 0.0, 0.0]","[1.85, 1.0, 0.25, 0.5, 0.5, 0.0, 0.0, 0.0]",35,35,2020-08-10,63,41,0.1248655305607499,83.13999938964844,F
ABCB,2020-06-19,2020-05-14,"[7, 18, 27]","[21, 30, 38, 45, 54]","['2020-06-30', '2020-07-16', '2020-07-29']","['2020-06-15', '2020-06-26', '2020-07-09', '2020-07-20', '2020-07-31']","[1.6666666666666665, 1.0, 0.6666666666666666, 0.0, 0.3333333333333333, 0.0, 0.0, 0.0]","[1.8399999999999999, 1.0, 0.8, 0.4, 0.2, 0.0, 0.0, 0.0]",38,38,2020-08-10,35,60,0.029381693880655563,26.690000534057614,F
